location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Guangzhou,Guangzhou,CN,2015-09-20T00:00:00.000Z,2015-09-20T08:00:00+08:00,pm25,26,µg/m³,23.12,113.32,
Beijing US Embassy,Beijing,CN,2015-09-20T00:00:00.000Z,2015-09-20T08:00:00+08:00,pm25,73,µg/m³,39.95,116.47,
Shanghai,Shanghai,CN,2015-09-20T00:00:00.000Z,2015-09-20T08:00:00+08:00,pm25,25,µg/m³,31.21,121.44,
Chengdu,Chengdu,CN,2015-09-20T00:00:00.000Z,2015-09-20T08:00:00+08:00,pm25,69,µg/m³,30.63,104.07,
Shenyang,Shenyang,CN,2015-09-20T00:00:00.000Z,2015-09-20T08:00:00+08:00,pm25,91,µg/m³,41.78,123.42,
London Westminster,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,63,µg/m³,51.49467,-0.131931,
Tolgoit,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm25,44,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,co,319,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,so2,7,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm25,33,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm25,23,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,o3,27,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,so2,9,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,o3,24,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,co,500,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm25,41,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,o3,39,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm10,77,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm10,82,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,no2,23,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,co,106,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm10,60,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,so2,5,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,no2,17,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,co,587,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm10,50,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,so2,5,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Camden Kerbside,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,16,µg/m³,51.54421,-0.175269,
London Bloomsbury,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,84,µg/m³,51.52229,-0.125889,
London Marylebone Road,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm10,14,µg/m³,51.52253,-0.154611,
Nisekh,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,o3,17,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,no2,20,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,so2,1,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
London Bloomsbury,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,o3,10,µg/m³,51.52229,-0.125889,
London Marylebone Road,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,14,µg/m³,51.52253,-0.154611,
London Teddington Bushy Park,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,8,µg/m³,51.425286,-0.345606,
Tolgoit,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm10,152,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,so2,10,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm25,22,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,co,500,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Haringey Roadside,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,63,µg/m³,51.5993,-0.068218,
London Hillingdon,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,o3,18,µg/m³,51.49633,-0.460861,
London Teddington,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,39,µg/m³,51.42099,-0.339647,
MNB,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm10,124,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,no2,15,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm25,13,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Ealing Horn Lane,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm10,30,µg/m³,51.51895,-0.265617,
London Eltham,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,o3,14,µg/m³,51.45258,0.070766,
London N. Kensington,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm10,19,µg/m³,51.52105,-0.213492,
Southwark A2 Old Kent Road,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,61,µg/m³,51.480499,-0.05955,
Amgalan,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm10,145,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,no2,55,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,no2,66,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Camden Kerbside,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,91,µg/m³,51.54421,-0.175269,
London Eltham,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,42,µg/m³,51.45258,0.070766,
London N. Kensington,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,12,µg/m³,51.52105,-0.213492,
Tower Hamlets Roadside,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,78,µg/m³,51.52253,-0.042155,
Amgalan,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,so2,15,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,pm10,38,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Haringey Roadside,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,22,µg/m³,51.5993,-0.068218,
London Haringey Priory Park South,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,o3,18,µg/m³,51.584128,-0.125254,
London Marylebone Road,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,o3,11,µg/m³,51.52253,-0.154611,
Southwark A2 Old Kent Road,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm10,27,µg/m³,51.480499,-0.05955,
Amgalan,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,o3,37,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,co,503,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
London Bexley,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,16,µg/m³,51.46603,0.184806,
London Haringey Priory Park South,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,51,µg/m³,51.584128,-0.125254,
London Marylebone Road,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,128,µg/m³,51.52253,-0.154611,
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:00:00.000Z,2015-09-20T09:00:00+09:00,co,491,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Camden Kerbside,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm10,21,µg/m³,51.54421,-0.175269,
London Eltham,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,11,µg/m³,51.45258,0.070766,
London N. Kensington,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,o3,21,µg/m³,51.52105,-0.213492,
London Bloomsbury,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm10,17,µg/m³,51.52229,-0.125889,
London Hillingdon,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,78,µg/m³,51.49633,-0.460861,
London N. Kensington,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,no2,72,µg/m³,51.52105,-0.213492,
London Bloomsbury,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,9,µg/m³,51.52229,-0.125889,
London Harrow Stanmore,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,pm25,10,µg/m³,51.617333,-0.298777,
London Teddington,London,GB,2015-09-20T00:00:00.000Z,2015-09-20T01:00:00+01:00,o3,28,µg/m³,51.42099,-0.339647,
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,co,550,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,co,463,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,so2,6,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,pm10,71,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,pm10,40,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,no2,54,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,pm10,61,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,co,613,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,so2,1,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,o3,35,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,pm25,22,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,pm25,18,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,pm10,69,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,so2,6,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:15:00.000Z,2015-09-20T09:15:00+09:00,no2,68,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,co,337,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,no2,19,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,co,742,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,pm10,71,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,no2,68,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,co,532,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,pm25,55,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,pm25,22,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,pm25,44,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,co,73,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,pm10,61,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,pm10,69,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,o3,22,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,so2,16,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,o3,35,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T00:30:00.000Z,2015-09-20T09:30:00+09:00,co,644,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
