location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,co,594,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm10,115,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,so2,17,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,no2,28,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm10,61,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm25,32,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,co,654,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,o3,31,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm10,78,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,no2,20,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,no2,40,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,so2,18,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,no2,59,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm25,49,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,o3,25,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm25,35,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,so2,5,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm10,160,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,o3,29,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,no2,22,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,no2,58,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,so2,14,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm10,73,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm25,23,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
London Bloomsbury,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,o3,5,µg/m³,51.52229,-0.125889,
London Hillingdon,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,88,µg/m³,51.49633,-0.460861,
London N. Kensington,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,56,µg/m³,51.52105,-0.213492,
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,co,672,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,so2,8,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Camden Kerbside,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,17,µg/m³,51.54421,-0.175269,
London Bloomsbury,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,70,µg/m³,51.52229,-0.125889,
London Marylebone Road,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm10,16,µg/m³,51.52253,-0.154611,
London Westminster,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,48,µg/m³,51.49467,-0.131931,
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,so2,4,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
London Bloomsbury,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm10,18,µg/m³,51.52229,-0.125889,
London Marylebone Road,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,16,µg/m³,51.52253,-0.154611,
London Teddington Bushy Park,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,8,µg/m³,51.425286,-0.345606,
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,pm10,68,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Ealing Horn Lane,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm10,32,µg/m³,51.51895,-0.265617,
London Haringey Priory Park South,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,o3,5,µg/m³,51.584128,-0.125254,
London N. Kensington,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,o3,8,µg/m³,51.52105,-0.213492,
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,co,753,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Haringey Roadside,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,24,µg/m³,51.5993,-0.068218,
London Eltham,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,12,µg/m³,51.45258,0.070766,
London Marylebone Road,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,o3,7,µg/m³,51.52253,-0.154611,
Southwark A2 Old Kent Road,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm10,28,µg/m³,51.480499,-0.05955,
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:00:00.000Z,2015-09-20T11:00:00+09:00,co,422,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Camden Kerbside,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,66,µg/m³,51.54421,-0.175269,
London Eltham,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,o3,4,µg/m³,51.45258,0.070766,
London Teddington,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,31,µg/m³,51.42099,-0.339647,
Haringey Roadside,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,60,µg/m³,51.5993,-0.068218,
London Haringey Priory Park South,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,40,µg/m³,51.584128,-0.125254,
London N. Kensington,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm10,20,µg/m³,51.52105,-0.213492,
Tower Hamlets Roadside,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,63,µg/m³,51.52253,-0.042155,
London Bexley,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,16,µg/m³,51.46603,0.184806,
London Harrow Stanmore,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,11,µg/m³,51.617333,-0.298777,
London Teddington,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,o3,11,µg/m³,51.42099,-0.339647,
Southwark A2 Old Kent Road,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,61,µg/m³,51.480499,-0.05955,
Camden Kerbside,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm10,23,µg/m³,51.54421,-0.175269,
London Eltham,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,44,µg/m³,51.45258,0.070766,
London Marylebone Road,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,no2,85,µg/m³,51.52253,-0.154611,
London Bloomsbury,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,10,µg/m³,51.52229,-0.125889,
London Hillingdon,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,o3,3,µg/m³,51.49633,-0.460861,
London N. Kensington,London,GB,2015-09-20T02:00:00.000Z,2015-09-20T03:00:00+01:00,pm25,14,µg/m³,51.52105,-0.213492,
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,so2,6,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,no2,68,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,co,975,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,pm25,26,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,pm25,39,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,so2,5,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,o3,33,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,no2,61,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,pm10,71,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,co,625,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,pm10,71,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,pm10,77,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,pm10,83,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,so2,10,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:15:00.000Z,2015-09-20T11:15:00+09:00,co,425,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm25,60,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm25,41,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm10,203,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,co,76,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,o3,12,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm25,49,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,o3,57,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,co,631,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,co,619,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm10,108,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,co,856,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,co,438,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm10,191,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,o3,38,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,no2,18,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,no2,63,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,so2,53,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,no2,30,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Misheel expo,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,o3,30,µg/m³,47.8943389,106.8824722,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm10,83,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Nisekh,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,no2,38,µg/m³,47.863943,106.779094,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
MNB,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,co,667,µg/m³,47.929732,106.888629,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm25,39,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Bukhiin urguu,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,no2,64,µg/m³,47.9176056,106.9373611,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Tolgoit,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,so2,15,µg/m³,47.922495,106.794805,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Amgalan,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,pm25,26,µg/m³,47.913429,106.997907,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Baruun 4 zam,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,so2,11,µg/m³,47.9153833,106.8941944,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
Mongol gazar,Ulaanbaatar,MN,2015-09-20T02:30:00.000Z,2015-09-20T11:30:00+09:00,so2,6,µg/m³,47.9035389,106.8507083,"[{""name"":""Agaar.mn"",""url"":""http://agaar.mn/""},{""name"":""National Agency of Meteorology and Environmental Monitoring"",""url"":""http://namem.gov.mn""}]"
