id	NY AGI of All Returns	Taxable Income of All Returns
1388	12989.00	10185.00
1389	16274.00	13083.00
1390	21007.00	17255.00
1391	46895.00	39694.00
1392	13223.00	11067.00
1393	52737.00	46164.00
1394	321643.00	301475.00
1395	487883.00	461747.00
1397	861.00	62.00
1398	2554.00	1067.00
1399	2106.00	1132.00
1400	1681.00	983.00
1401	1212.00	825.00
1402	1373.00	788.00
1403	2167.00	1457.00
1404	3521.00	2658.00
1405	20969.00	14973.00
1406	9570.00	7039.00
1407	63342.00	52202.00
1408	454311.00	419827.00
1409	561104.00	503016.00
1411	4463.00	229.00
1412	3378.00	1411.00
1413	1121.00	671.00
1414	1192.00	702.00
1415	1256.00	843.00
1416	1389.00	1027.00
1417	1993.00	1595.00
1418	3199.00	2497.00
1419	8174.00	6309.00
1420	4696.00	4044.00
1421	19374.00	16846.00
1422	141185.00	134348.00
1423	170258.00	170526.00
1424	1128.00	0.00
1425	2260.00	95.00
1426	1332.00	568.00
1427	808.00	489.00
1428	622.00	487.00
1429	1912.00	1794.00
1431	5563.00	3666.00
1432	20148.00	10049.00
1433	36251.00	19151.00
1435	918.00	67.00
1436	2078.00	846.00
1437	2874.00	1747.00
1438	2962.00	1893.00
1439	3387.00	2491.00
1440	3212.00	2425.00
1441	6173.00	4617.00
1442	10409.00	8279.00
1443	53008.00	43296.00
1444	26109.00	21294.00
1445	150414.00	133916.00
1446	3338579.00	3198108.00
1447	3521685.00	3418981.00
1449	7831.00	518.00
1450	13453.00	5340.00
1451	16312.00	9649.00
1452	14711.00	9149.00
1453	13641.00	9070.00
1454	13528.00	9371.00
1455	16840.00	11990.00
1456	29912.00	22306.00
1457	105720.00	81241.00
1458	51085.00	42324.00
1459	195597.00	163035.00
1460	2360480.00	2188656.00
1461	2784387.00	2552671.00
1463	18137.00	1828.00
1464	58101.00	20437.00
1465	76812.00	39291.00
1466	71737.00	41674.00
1467	70905.00	44690.00
1468	70181.00	47205.00
1469	99927.00	69477.00
1470	144637.00	104453.00
1471	406983.00	314328.00
1472	155721.00	123268.00
1473	478939.00	397956.00
1477	217596.00	44735.00
1478	739631.00	264838.00
1479	1120519.00	558254.00
1480	1528012.00	895311.00
1481	1938237.00	1242034.00
1482	2267229.00	1531224.00
1483	3714224.00	2605696.00
1491	122427.00	15181.00
1493	471099.00	185291.00
1494	608625.00	356153.00
1495	600429.00	408200.00
1496	617510.00	450997.00
1497	604021.00	460743.00
1498	804870.00	635829.00
1499	1135092.00	924093.00
1500	2710589.00	2325634.00
1501	692356.00	615311.00
1502	1520407.00	1399174.00
1506	4328.00	968.00
1507	13151.00	4630.00
1508	16220.00	7281.00
1509	18865.00	10216.00
1510	20575.00	11411.00
1511	23923.00	13986.00
1512	34708.00	20595.00
1513	55461.00	35959.00
1514	166652.00	114479.00
1515	48692.00	36588.00
1516	209425.00	154869.00
1519	1164.00	78.00
1520	5710.00	2428.00
1521	8290.00	5169.00
1522	12232.00	8787.00
1523	11704.00	8929.00
1524	12026.00	9586.00
1525	16454.00	13335.00
1526	20306.00	17286.00
1527	46457.00	40419.00
1528	13852.00	12362.00
1529	53519.00	48445.00
1530	398461.00	363624.00
1531	573012.00	530461.00
1533	766.00	62.00
1534	2761.00	1268.00
1535	2278.00	1409.00
1536	1067.00	711.00
1537	1550.00	1047.00
1538	843.00	656.00
1539	1421.00	956.00
1540	2341.00	1901.00
1541	6979.00	5291.00
1542	4936.00	3767.00
1543	26539.00	21740.00
1544	109541.00	98177.00
1545	160218.00	136987.00
1546	24749.00	0.00
1547	4244.00	190.00
1548	3780.00	1783.00
1549	2768.00	1871.00
1550	2765.00	2122.00
1551	1591.00	1217.00
1552	1247.00	1044.00
1553	2240.00	1772.00
1554	3660.00	3077.00
1555	4642.00	3987.00
1557	9056.00	8219.00
1558	76116.00	71414.00
1559	137826.00	97602.00
1560	2443.00	2.00
1561	3414.00	125.00
1562	1712.00	814.00
1563	1190.00	822.00
1564	520.00	382.00
1565	485.00	403.00
1566	717.00	525.00
1572	11074.00	8187.00
1573	25714.00	15099.00
1575	532.00	50.00
1576	1423.00	567.00
1577	1793.00	1081.00
1578	2391.00	1450.00
1579	2926.00	1890.00
1580	2501.00	1836.00
1581	5605.00	4357.00
1582	8550.00	7113.00
1583	38605.00	32189.00
1584	22748.00	20394.00
1585	118283.00	104299.00
1586	2874509.00	2668351.00
1587	3043893.00	2843579.00
1589	7833.00	525.00
1590	13812.00	5642.00
1591	15595.00	9465.00
1592	11933.00	7925.00
1593	10161.00	7256.00
1594	8893.00	6692.00
1595	14576.00	11081.00
1596	21492.00	16798.00
1597	80085.00	66472.00
1598	27952.00	22445.00
1599	118373.00	102438.00
1600	1086770.00	869794.00
1601	1408168.00	1126536.00
1603	23274.00	2271.00
1604	71109.00	25365.00
1605	96671.00	51130.00
1606	91516.00	54387.00
1607	95005.00	62668.00
1608	91990.00	64337.00
1609	122572.00	86992.00
1610	182807.00	134285.00
1611	502428.00	399645.00
1612	202196.00	167086.00
1613	672844.00	563584.00
1617	225618.00	50587.00
1618	744089.00	282475.00
1619	1132046.00	575415.00
1620	1554885.00	921527.00
1621	1976085.00	1278965.00
1622	2265973.00	1534286.00
1623	3772897.00	2649835.00
1631	125252.00	16468.00
1632	517780.00	209207.00
1633	694820.00	410856.00
1634	729445.00	498875.00
1635	731934.00	536075.00
1636	675632.00	515250.00
1637	897082.00	705841.00
1638	1256992.00	1018695.00
1639	3009717.00	2574159.00
1640	824441.00	733737.00
1641	1832409.00	1688856.00
1644	1205.00	89.00
1645	3728.00	859.00
1646	12321.00	4439.00
1647	16646.00	8059.00
1648	17884.00	9458.00
1649	21203.00	11745.00
1650	19148.00	11038.00
1651	30715.00	19534.00
1652	47992.00	31239.00
1653	140617.00	99720.00
1654	47331.00	36361.00
1655	206063.00	158521.00
1658	383.00	9.00
1659	1051.00	83.00
1660	4783.00	2046.00
1661	7214.00	4561.00
1662	10691.00	7481.00
1663	11514.00	8795.00
1664	12381.00	9871.00
1665	16127.00	13168.00
1666	20298.00	17050.00
1667	44408.00	38708.00
1668	11952.00	10846.00
1669	44544.00	41075.00
1670	274916.00	263174.00
1671	460263.00	416868.00
1672	1094.00	3.00
1673	12010.00	872.00
1674	6428.00	2947.00
1675	2701.00	1726.00
1676	3499.00	2645.00
1677	1545.00	1244.00
1678	3004.00	2487.00
1679	17232.00	15042.00
1680	6411.00	5634.00
1681	38499.00	35391.00
1682	10371.00	9424.00
1683	34828.00	32813.00
1684	181342.00	175146.00
1685	318964.00	285375.00
1686	2183.00	0.00
1687	4031.00	180.00
1688	2284.00	1046.00
1689	1388.00	901.00
1690	998.00	780.00
1691	1124.00	877.00
1693	886.00	572.00
1694	921.00	669.00
1695	4106.00	3205.00
1697	7583.00	5638.00
1698	92692.00	87583.00
1699	120155.00	103077.00
1700	116.00	1.00
1701	234.00	12.00
1702	761.00	326.00
1703	855.00	520.00
1704	901.00	620.00
1705	919.00	647.00
1706	820.00	585.00
1707	1847.00	1449.00
1708	3170.00	2692.00
1709	11514.00	9630.00
1710	10450.00	9530.00
1711	29250.00	26748.00
1712	220490.00	207321.00
1713	281328.00	260081.00
1714	228.00	0.00
1715	463.00	32.00
1716	1326.00	562.00
1717	1531.00	1003.00
1718	2072.00	1443.00
1719	2241.00	1817.00
1720	2048.00	1689.00
1721	3819.00	3193.00
1722	5999.00	4875.00
1723	28381.00	25015.00
1724	14312.00	12586.00
1725	79859.00	70341.00
1726	1093631.00	1065696.00
1727	1235911.00	1188253.00
1728	2671.00	17.00
1729	5917.00	424.00
1730	11884.00	4847.00
1731	11936.00	7120.00
1732	11169.00	7512.00
1733	11195.00	7691.00
1734	12446.00	8874.00
1735	17876.00	13642.00
1736	28240.00	21667.00
1737	95610.00	79853.00
1738	50053.00	41978.00
1739	187380.00	160783.00
1740	1804592.00	1476455.00
1741	2250969.00	1830863.00
1742	10000.00	239.00
1743	27261.00	3291.00
1744	89546.00	34952.00
1745	112949.00	62468.00
1746	101394.00	63753.00
1747	101699.00	69187.00
1748	102471.00	72552.00
1749	136110.00	97086.00
1750	195378.00	147734.00
1751	551121.00	446711.00
1752	211853.00	180498.00
1753	625270.00	544418.00
1756	72840.00	5764.00
1757	231199.00	51156.00
1758	751474.00	294334.00
1759	1129671.00	584264.00
1760	1565574.00	944210.00
1761	1991432.00	1304206.00
1762	2235786.00	1519349.00
1763	3729111.00	2626008.00
1770	30548.00	1189.00
1771	129315.00	17252.00
1772	556818.00	224746.00
1773	770049.00	453668.00
1774	813131.00	553041.00
1775	820670.00	597511.00
1776	744306.00	560893.00
1777	1001187.00	780363.00
1778	1370923.00	1102706.00
1779	3255866.00	2770133.00
1780	868875.00	776900.00
1781	2021822.00	1860402.00
1784	1278.00	113.00
1785	3962.00	953.00
1786	12271.00	4934.00
1787	15979.00	8689.00
1788	16998.00	10999.00
1789	17063.00	11556.00
1790	20062.00	14360.00
1791	30223.00	22177.00
1792	49360.00	38304.00
1793	138832.00	115806.00
1796	349.00	30.00
1797	1003.00	83.00
1798	4406.00	1925.00
1799	6664.00	4305.00
1800	9837.00	7162.00
1801	10286.00	7902.00
1802	12484.00	10210.00
1803	14885.00	12471.00
1804	17027.00	14746.00
1805	32271.00	29418.00
1806	458001.00	429066.00
1807	567213.00	517318.00
1808	105.00	11.00
1809	227.00	16.00
1810	728.00	328.00
1811	1272.00	762.00
1812	1408.00	1051.00
1813	1337.00	981.00
1814	1400.00	1155.00
1815	2474.00	2044.00
1816	2383.00	2109.00
1817	12033.00	11107.00
1818	155744.00	149325.00
1819	179111.00	168890.00
1820	14734.00	0.00
1821	34949.00	2548.00
1822	82970.00	37655.00
1823	87692.00	59325.00
1824	37170.00	29181.00
1825	25822.00	21382.00
1826	47657.00	41423.00
1827	62463.00	55194.00
1828	101971.00	93629.00
1829	152630.00	143547.00
1830	210599.00	201665.00
1831	858657.00	685548.00
1832	2758.00	9.00
1833	4278.00	199.00
1834	2769.00	1298.00
1835	2270.00	1524.00
1836	2462.00	1848.00
1837	2510.00	2069.00
1838	4179.00	3463.00
1839	5528.00	4786.00
1840	8562.00	7606.00
1841	40246.00	37115.00
1842	1937945.00	1844138.00
1843	2013508.00	1904056.00
1844	107.00	3.00
1845	326.00	27.00
1846	657.00	319.00
1847	694.00	443.00
1848	521.00	382.00
1849	580.00	483.00
1850	993.00	844.00
1851	880.00	736.00
1852	2378.00	2094.00
1853	9188.00	8502.00
1854	245529.00	223194.00
1855	261854.00	237026.00
1856	1479.00	47.00
1857	3619.00	310.00
1858	8848.00	3644.00
1859	9114.00	5602.00
1860	10336.00	7329.00
1861	10422.00	7683.00
1862	9976.00	7583.00
1863	18801.00	15092.00
1864	25210.00	21233.00
1865	100826.00	88396.00
1866	3162435.00	2713993.00
1867	3361066.00	2870912.00
1868	10784.00	421.00
1869	30575.00	4318.00
1870	99711.00	42103.00
1871	122171.00	73023.00
1872	112202.00	76201.00
1873	118486.00	85646.00
1874	109319.00	82318.00
1875	156837.00	121283.00
1876	238407.00	191783.00
1877	715270.00	611111.00
1880	82602.00	5995.00
1881	236465.00	48943.00
1882	782204.00	321363.00
1883	1160080.00	652489.00
1884	1557719.00	1008730.00
1885	1947373.00	1347661.00
1886	2207377.00	1590741.00
1887	3653907.00	2714644.00
1892	31516.00	1520.00
1893	135009.00	19359.00
1894	572058.00	240340.00
1895	762336.00	461575.00
1896	1502.00	1185.00
1897	815058.00	567227.00
1898	805497.00	597643.00
1899	735907.00	565242.00
1900	996428.00	791188.00
1901	1360084.00	1108467.00
1902	3112048.00	2672464.00
1905	1568.00	143.00
1906	4987.00	1172.00
1907	15684.00	6419.00
1908	21364.00	11191.00
1909	22558.00	14102.00
1910	24152.00	16168.00
1911	25648.00	18229.00
1912	38530.00	28178.00
1913	63235.00	48167.00
1914	171216.00	138213.00
1917	352.00	9.00
1918	1013.00	126.00
1919	5290.00	2396.00
1920	7980.00	5197.00
1921	10690.00	7792.00
1922	11303.00	8929.00
1923	11823.00	9613.00
1924	12907.00	10887.00
1925	16293.00	14196.00
1926	36822.00	33649.00
1927	226536.00	219367.00
1928	341009.00	312160.00
1929	69.00	3.00
1930	133.00	6.00
1931	676.00	275.00
1932	742.00	512.00
1933	1167.00	853.00
1934	1770.00	1403.00
1935	2208.00	1891.00
1936	3206.00	2894.00
1937	16194.00	15034.00
1938	193976.00	186335.00
1939	221644.00	210392.00
1940	6567.00	2.00
1941	9257.00	1189.00
1942	10902.00	5481.00
1943	22707.00	16719.00
1944	14752.00	11730.00
1945	11877.00	10074.00
1946	8753.00	7616.00
1947	8071.00	7134.00
1948	12170.00	11030.00
1949	20115.00	18669.00
1950	233407.00	229537.00
1951	358578.00	319182.00
1952	3122.00	13.00
1953	3954.00	215.00
1954	3888.00	1655.00
1955	3150.00	2163.00
1956	4244.00	3275.00
1957	4773.00	3927.00
1958	5321.00	4441.00
1959	7295.00	6440.00
1960	10330.00	8979.00
1961	38875.00	35032.00
1962	1701722.00	1629146.00
1963	1786674.00	1695284.00
1964	49.00	0.00
1965	270.00	21.00
1966	705.00	302.00
1967	611.00	407.00
1968	520.00	393.00
1969	1008.00	817.00
1970	650.00	505.00
1971	1436.00	1261.00
1972	1614.00	1379.00
1973	14303.00	13022.00
1974	273303.00	263216.00
1975	294468.00	281321.00
1976	1419.00	17.00
1978	4084.00	404.00
1979	15260.00	6691.00
1980	16494.00	10300.00
1981	10453.00	7333.00
1982	12777.00	9175.00
1983	12505.00	9642.00
1984	18964.00	15143.00
1985	33958.00	28265.00
1986	146969.00	127134.00
1987	1903017.00	1614376.00
1988	2175901.00	1828479.00
1989	12374.00	451.00
1990	33496.00	4961.00
1991	100678.00	41838.00
1992	116428.00	67575.00
1993	118978.00	80302.00
1994	125357.00	90653.00
1995	115633.00	86648.00
1996	158909.00	122261.00
1997	249935.00	199208.00
1998	661845.00	559022.00
2001	73156.00	5194.00
2002	204885.00	43884.00
2003	695390.00	276440.00
2004	1094330.00	605107.00
2005	1510876.00	975796.00
2006	44396.55	42614.06
2007	1932552.00	1337414.00
2008	2135675.00	1539344.00
2009	3492540.00	2595369.00
2014	30166.00	1414.00
2015	131003.00	18428.00
2016	571215.00	234166.00
2017	761302.00	457083.00
2018	817567.00	563762.00
2019	793879.00	585281.00
2020	714340.00	547019.00
2021	965714.00	760919.00
2022	1342731.00	1092027.00
2023	3031776.00	2603202.00
2026	6708.32	3587.92
2027	1668991.00	1390589.00
2028	4376.00	3132.00
2029	1829734.00	1354378.00
2030	559918.06	356997.03
2031	120482.00	89404.00
2033	3969074.00	3034030.00
2034	928570.00	721925.00
2035	57249.00	38847.00
2037	266988.00	186509.00
2038	1284580.00	934774.00
2039	22811.00	20511.00
2040	790828.00	480136.00
2042	1290957.00	924254.00
2043	776872.00	570351.00
2044	248457.00	234931.00
2045	1077050.00	820530.00
2046	71838.43	47958.05
2047	2075977.00	1536351.00
2048	1464.00	604.00
2049	951643.00	65177.00
2050	643643.00	473287.00
2051	3357.00	1445.00
2052	52553.31	8051.31
2053	90828.00	80585.00
2054	346108.00	293655.00
2055	2023764.00	1492712.00
2056	91734.00	67261.00
2057	268331.00	77918.00
2058	3580.00	1745.00
2059	71844.00	55079.00
2060	135013.00	108477.00
2061	2195.00	1094.00
2062	80160.00	68840.00
2063	43849.00	23935.00
2064	96606.00	66873.00
2065	52525.00	36851.00
2066	292594.00	109712.00
2067	2978428.00	2438984.00
2068	303904.00	252946.00
2069	9638.00	6188.00
2070	150102.00	49309.00
2071	2611.00	149.00
2072	254496.00	207427.00
2073	70198.00	37972.00
2074	112373.00	61850.00
2075	1038917.00	705635.00
2076	40793.00	14281.00
2077	245818.00	184382.00
2078	59081.00	31648.00
2080	1659.00	550.00
2081	326205.00	180503.00
2082	2131035.00	1671422.00
2083	98999.00	64469.00
2084	83745.00	65218.00
2085	3667.00	2741.00
2086	58180.00	18502.00
2087	87323.00	74503.00
2088	4955.00	3126.00
2090	169433.00	95878.00
2091	1017500.00	753999.00
2092	59854.00	45721.00
2093	11920.00	9381.00
2094	156605.75	153467.78
2095	12578.00	7757.00
2096	15071.00	1101.00
2098	70365.00	50726.00
2099	13569.46	11006.48
2100	108594.00	58274.00
2101	134105.00	94530.00
2102	697.00	69.00
2104	6832.03	5009.60
2105	19455.00	14456.00
2106	237359.00	129671.00
2107	89748.00	59954.00
2108	138540.00	92487.00
2109	17578.00	13207.00
2110	104085.00	97771.00
2111	236780.00	156837.00
2112	7523.00	5173.00
2113	1194.89	760.04
2114	573335.00	527171.00
2115	74595.06	58553.93
2116	107791.00	82569.00
2117	26847.00	19964.00
2118	270871.00	229429.00
2119	91350.00	59700.00
2120	13420.00	1716.00
2121	496733.00	398149.00
2122	4795.00	3016.00
2123	29282.00	2269.00
2124	3770.37	2118.62
2125	140195.00	97305.00
2126	957.86	268.16
2128	12458.00	4320.00
2129	239053.00	85113.00
2130	49048.00	42021.00
2131	49680.00	15848.00
2132	234152.00	84329.00
2133	54851.00	7087.00
2134	10991.00	9115.00
2135	20347.00	13685.00
2136	1281.00	634.00
2137	88096.00	15102.00
2138	14096.00	10990.00
2139	759300.00	273493.00
2140	796010.00	663885.00
2141	2528920.00	2120957.00
2142	128213.00	97424.00
2143	88738.00	65796.00
2144	344565.00	230916.00
2145	8078.00	6325.00
2146	19007.00	15903.00
2147	159849.00	56384.00
2148	64051.00	47335.00
2149	9825.00	7456.00
2151	6598.00	2931.00
2152	736352.00	509337.00
2154	1968.00	609.00
2155	200968.00	162293.00
2156	2578.00	1269.00
2158	191052.00	150857.00
2159	64992.00	49533.00
2160	9892.81	2258.17
2161	1578275.00	1007828.00
2163	5361.00	3954.00
2164	44414.00	33345.00
2165	89585.00	86968.00
2166	252889.31	203614.92
2167	254575.00	164721.00
2168	3066.79	1755.49
2169	6850.00	3977.00
2170	88236.00	68915.00
2171	3455.00	1689.00
2174	489526.00	339341.00
2175	6748.00	409.00
2177	1897.00	212.00
2178	58778.00	42314.00
2179	9724.00	7896.00
2180	194526.00	149971.00
2181	72203.00	38764.00
2182	86395.00	70224.00
2183	3099.00	2439.00
2184	152963.00	110914.00
2185	15688.00	2335.00
2186	160072.00	113640.00
2187	41902.00	36271.00
2188	1482083.00	1400137.00
2189	1580312.00	1522657.00
2190	26856.00	24288.00
2191	119087.00	78336.00
2192	1017387.00	584567.00
2193	17845.00	17128.00
2194	883734.00	643008.00
2195	76611.00	57832.00
2196	56930.00	32098.00
2197	1835.00	696.00
2198	307172.00	228593.00
2199	2084879.00	1577051.00
2200	102869.00	33331.00
2201	20925.00	3216.00
2202	73769.00	60775.00
2203	330499.00	236224.00
2204	120208.00	2690.00
2205	39698.00	2652.00
2206	3592.00	2161.00
2207	128121.00	70162.00
2208	299527.00	154769.00
2209	30857.00	19823.00
2210	216212.00	124670.00
2211	4113.00	2923.00
2212	98978.00	79684.00
2213	592682.00	543574.00
2214	78551.00	60344.00
2215	1314340.00	868212.00
2216	16393.54	11255.62
2217	477328.00	427406.00
2218	102138.00	36206.00
2219	102552.00	56899.00
2220	104968.00	84377.00
2222	569520.00	382013.00
2224	89566.00	49165.00
2225	1509861.00	1249551.00
2226	-11886.20	1492.25
2228	3044.17	1948.89
2229	600658.00	379273.00
2230	310516.00	211357.00
2231	23218.00	16560.00
2232	144396.00	111333.00
2233	85693.00	12077.00
2234	101520.00	85421.00
2235	196614.00	129880.00
2236	143315.00	22590.00
2237	26237.00	20544.00
2238	-3415.58	180.31
2239	27182.00	8898.00
2240	10043.00	6484.00
2241	610587.00	490704.00
2242	18789.00	9087.00
2243	22485.00	20341.00
2244	78968.00	60102.00
2245	10655.00	7903.00
2246	984296.00	796209.00
2247	17222.00	2554.00
2248	-2489.05	6.36
2249	4430.00	2874.00
2250	34182.00	29512.00
2251	7757.00	5367.00
2252	1639919.00	1365442.00
2253	2796311.00	2101041.00
2254	8527.00	5870.00
2255	5829.41	806.62
2256	1060455.00	765510.00
2257	1387.06	848.97
2258	134806.00	99139.00
2259	6282.00	3783.00
2260	78507.00	73444.00
2261	61489.00	12490.00
2262	57335.00	37787.00
2263	321810.00	274957.00
2264	91111.00	59775.00
2265	17524.00	13744.53
2266	9823.00	4563.00
2267	39148.00	13133.00
2269	14709.00	983.00
2270	6586.00	2817.00
2271	30647.38	19469.31
2272	33886.00	26866.00
2273	260.00	36.00
2274	4347.00	3078.00
2275	84893.00	72163.00
2277	59247.00	40574.00
2278	161298.00	53376.00
2280	775.00	530.00
2281	389435.00	273893.00
2282	50610.00	21361.00
2284	8872.00	5667.00
2285	27700.00	19386.00
2286	448584.00	386924.00
2287	446960.00	299849.00
2288	119953.48	91562.43
2289	116967.00	94682.00
2290	229857.00	82425.00
2291	223092.00	169320.00
2292	8032.00	2991.00
2294	832114.00	684623.00
2295	23245.00	16857.00
2296	57678.00	55931.00
2297	137355.00	110010.00
2298	3228.00	1556.00
2299	5465.00	3838.00
2300	3013714.00	2835582.00
2301	189677.00	151398.00
2302	1112246.00	811010.00
2303	51730.00	39280.00
2305	185311.00	146437.00
2306	2519445.00	2064946.00
2307	73181.00	41254.00
2308	812.00	206.00
2309	4628.03	2744.44
2310	1061634.00	724807.00
2311	850017.00	689154.00
2312	9884.00	649.00
2313	46664.00	34141.00
2314	13956.00	696.00
2315	377310.00	318045.00
2316	1261150.00	430077.00
2317	196565.00	127035.00
2318	909.00	95.00
2319	724344.00	682854.00
2320	53414.00	34593.00
2321	1212017.00	758288.00
2322	58308.00	31641.00
2323	880563.00	852552.00
2324	332977.00	188229.00
2325	3541460.00	2234263.00
2326	74816.00	12232.00
2327	81661.00	31170.00
2328	30217.00	17057.00
2331	23792.00	21244.00
2332	57425.00	18698.00
2333	40445.00	35766.00
2335	51317.38	17717.93
2336	53318.00	13752.00
2337	31480.00	30755.00
2339	245818.00	91019.00
2340	1346743.00	913548.00
2341	682354.00	496642.00
2342	48424.00	38379.00
2343	105402.00	94148.00
2344	58301.00	30957.00
2345	234912.30	129418.05
2346	27746.00	4635.00
2347	12701.00	744.00
2348	286759.91	198167.88
2349	4917.00	3205.00
2350	83938.00	54139.00
2351	351323.00	317812.00
2352	98053.00	16174.00
2354	6983.00	5307.00
2355	102363.00	78430.00
2356	2161777.00	2067331.00
2357	1823084.00	1544328.00
2358	77959.00	10570.00
2359	8765.00	1176.00
2361	284978.00	227441.00
2362	2926.00	1692.00
2363	9368.00	5034.00
2364	23492.00	22892.00
2365	86891.00	48472.00
2366	102643.00	67210.00
2368	628.00	195.00
2369	743.00	258.00
2370	259.00	19.00
2371	33734.00	5638.00
2372	27251.00	20552.00
2373	3213.00	1370.00
2374	14783.00	9817.00
2375	7999.00	6195.00
2376	856.00	317.00
2377	231924.00	157799.00
2378	337363.00	241198.00
2379	108414.00	71695.00
2380	80584.00	29973.00
2381	87382.55	62051.06
2382	761.00	86.00
2383	3279.00	1831.00
