id	NY AGI of All Returns	Taxable Income of All Returns	Cluster
4	-2644.47	1.90	5
5	432.81	20.85	5
6	3036.93	661.39	5
7	7270.07	2359.97	5
8	6152.42	1917.60	5
9	3739.27	1193.84	5
10	3970.75	730.97	5
11	6458.87	2143.69	5
12	6862.51	1320.02	5
13	12201.63	4391.15	5
15	3595.86	1949.24	5
17	66076.30	28091.29	5
18	-9068.19	5.06	5
19	1323.11	120.24	5
20	4782.00	2028.95	5
21	6246.72	3876.60	5
22	8914.34	6302.78	5
23	8831.69	6759.85	5
24	10811.13	8574.18	5
25	15400.97	12574.88	5
26	20362.45	16846.58	5
27	51524.16	44298.82	5
28	12571.80	10727.75	5
29	56425.84	51199.44	5
31	307060.22	257993.06	1
32	495186.25	421308.19	1
33	-5450.70	3.83	5
34	1407.20	90.72	5
35	3754.17	1666.25	5
36	2990.74	1893.02	5
37	2697.11	1667.84	5
38	2509.18	1896.33	5
39	2547.40	2008.71	5
40	2877.09	1999.15	5
41	4115.55	3036.36	5
42	16511.36	11430.85	5
43	10146.23	7179.04	5
44	51413.22	42537.05	5
45	425045.69	340539.53	1
46	520564.25	415948.69	1
47	-1124.35	0.00	5
48	337.68	23.00	5
49	788.74	322.92	5
50	1103.95	544.27	5
51	1032.09	751.51	5
52	1457.85	1077.68	5
53	1579.45	1038.49	5
54	2163.40	1644.14	5
55	2357.31	1723.39	5
56	12001.67	9661.25	5
57	5997.35	5050.65	5
58	28076.52	24823.51	5
59	109866.61	100579.89	5
60	165638.27	147240.69	1
61	-31104.92	1.74	5
62	382.22	28.19	5
63	1302.01	484.74	5
64	1236.64	731.44	5
65	993.07	545.08	5
66	1468.04	968.23	5
67	926.67	690.35	5
68	1805.19	1254.08	5
69	2250.54	1844.06	5
70	9278.70	7163.19	5
71	3621.38	2778.01	5
72	19662.53	16509.91	5
73	108657.52	98459.29	5
74	120479.60	131458.31	5
75	-8360.83	0.00	5
76	982.24	99.40	5
77	2658.83	1205.19	5
78	3149.68	2081.33	5
79	2000.72	1473.62	5
80	1885.87	1483.49	5
81	1827.98	1439.24	5
82	2912.38	2417.45	5
83	4737.79	4048.12	5
84	9448.47	7424.35	5
85	2420.02	2220.17	5
86	9876.35	8797.94	5
87	22999.85	19900.58	5
88	56539.35	52590.89	5
89	-19.05	0.00	5
90	1861.59	102.58	5
91	1665.29	758.24	5
92	962.61	645.39	5
93	464.75	328.38	5
97	45785.27	39574.42	5
98	55862.46	45348.86	5
99	-14262.26	0.72	5
100	386.65	18.17	5
101	1982.16	237.00	5
102	3929.45	650.04	5
103	3420.62	509.50	5
104	4028.82	1069.14	5
105	2549.18	1090.02	5
106	2530.41	866.17	5
107	4098.60	2304.32	5
108	13246.39	9498.89	5
109	3408.81	2267.30	5
110	10858.49	9099.65	5
111	104891.31	90977.70	5
112	141068.62	118588.61	5
113	-6172.70	0.00	5
114	219.79	17.00	5
115	461.65	178.64	5
116	729.33	470.27	5
117	671.85	433.95	5
118	623.16	420.56	5
120	732.21	460.86	5
121	1572.21	987.19	5
122	3141.64	2772.27	5
124	7032.16	6135.90	5
125	40866.58	26776.54	5
126	51363.04	39767.40	5
127	-2309.31	0.00	5
128	196.85	13.05	5
129	769.24	313.13	5
130	607.55	365.32	5
131	769.04	564.68	5
132	641.71	477.88	5
133	728.41	588.88	5
134	1639.16	1218.54	5
135	2595.22	2072.26	5
136	10424.32	9076.64	5
137	5005.40	4077.69	5
138	22873.88	19602.92	5
139	168926.61	158162.88	1
140	212868.08	196533.84	1
141	3.46	0.00	5
142	79.44	6.50	5
153	9678.37	9131.59	5
154	-30594.61	1.99	5
155	396.64	37.17	5
157	1206.18	453.31	5
158	867.32	393.25	5
159	522.64	237.75	5
160	809.54	372.36	5
161	1056.93	654.73	5
162	967.91	656.41	5
163	3732.84	3000.51	5
165	4518.03	4320.90	5
166	55865.39	49919.05	5
167	41808.41	61229.89	5
168	-160.51	0.00	5
170	265.82	76.29	5
179	3708.69	2780.68	5
180	11282.17	10249.59	5
181	19055.96	14898.49	5
182	-48639.55	3.02	5
183	1465.65	157.44	5
184	1952.93	775.02	5
185	1747.62	1013.84	5
186	2260.40	1604.88	5
187	3093.32	2159.11	5
188	2613.74	1840.97	5
189	4736.80	3853.07	5
190	7442.50	5606.55	5
191	46927.36	37556.04	5
192	27240.82	21021.71	5
193	116459.21	96579.28	5
194	2151792.75	1998628.88	2
195	2319093.50	2170799.75	2
196	-29665.78	5.27	5
197	4832.06	318.68	5
198	9204.77	3701.49	5
199	9356.81	5506.29	5
200	8008.50	5307.11	5
201	6388.40	4246.20	5
202	6619.77	4441.25	5
203	11442.31	8081.99	5
204	13797.11	9211.51	5
205	53133.86	37057.62	5
206	26616.09	20029.73	5
207	122805.92	100493.54	5
208	1520050.50	1398825.00	2
209	1762590.38	1597225.75	2
210	-517054.69	139.48	5
211	19149.29	2071.19	5
212	56952.45	19972.40	5
213	75536.00	38476.59	5
214	79225.22	47074.49	5
215	82163.46	53971.79	5
216	80229.05	54957.12	5
218	111650.01	77923.52	5
219	165706.48	121319.81	5
220	476745.66	370888.22	1
221	172371.61	140406.70	1
222	617056.25	513581.22	1
225	-12419674.00	6367.40	5
226	236320.61	54079.13	1
227	815954.69	310939.41	1
228	1246801.62	637559.38	4
229	1627928.50	972458.19	4
230	2028343.62	1330759.50	2
231	2313847.00	1602274.50	2
232	3885915.25	2806658.75	3
239	-112779.63	1267.37	5
240	134868.09	18723.83	5
241	542305.94	222524.92	1
242	715247.94	425728.28	1
243	728276.25	502258.19	4
244	762232.00	569177.00	4
245	726906.25	561398.06	4
246	987561.00	791407.69	4
247	1424164.00	1178590.12	4
248	3505767.75	3047945.75	3
249	988947.50	893313.25	4
250	2168533.50	2004740.88	2
259	481.00	29.00	5
260	4049.00	1485.00	5
261	9139.00	5107.00	5
262	6654.00	4097.00	5
263	5845.00	3972.00	5
264	3469.00	2519.00	5
265	5066.00	3871.00	5
266	7118.00	5838.00	5
267	13930.00	12035.00	5
268	2282.00	1915.00	5
271	55975.00	44270.00	5
273	1314.00	96.00	5
274	5320.00	2289.00	5
275	7337.00	4774.00	5
276	10240.00	7527.00	5
277	9588.00	7484.00	5
278	11866.00	9679.00	5
279	16366.00	13638.00	5
280	22406.00	19401.00	5
281	50288.00	45708.00	5
282	14643.00	13790.00	5
283	55186.00	51948.00	5
284	382589.00	364712.00	1
285	574192.00	541049.00	1
287	1335.00	107.00	5
288	4457.00	2077.00	5
289	3548.00	2343.00	5
290	2606.00	1832.00	5
291	2719.00	2090.00	5
292	2695.00	2081.00	5
293	4036.00	3209.00	5
294	4877.00	4228.00	5
295	26249.00	23246.00	5
296	14199.00	12815.00	5
297	76438.00	70885.00	5
298	702115.00	631406.00	4
299	838366.00	756319.00	4
301	536.00	35.00	5
302	1152.00	500.00	5
303	1445.00	981.00	5
304	1393.00	1005.00	5
305	1491.00	1108.00	5
306	1628.00	1332.00	5
307	2666.00	2300.00	5
308	3782.00	3328.00	5
309	15022.00	13695.00	5
310	9860.00	8878.00	5
311	40020.00	37625.00	5
312	241809.00	187021.00	1
313	318480.00	257809.00	1
315	10870.00	785.00	5
316	35762.00	16646.00	5
317	20032.00	13755.00	5
318	46855.00	37363.00	5
319	15602.00	12894.00	5
320	14891.00	12798.00	5
321	21228.00	18711.00	5
322	18906.00	17196.00	5
323	39276.00	36697.00	5
324	7359.00	6935.00	5
325	43559.00	42219.00	5
326	1235369.00	1223940.00	4
327	1476634.00	1439944.00	2
329	1371.00	135.00	5
330	2616.00	1161.00	5
331	3170.00	2122.00	5
332	2069.00	1553.00	5
333	1904.00	1475.00	5
334	1868.00	1519.00	5
335	1868.00	1578.00	5
336	2577.00	2244.00	5
337	7823.00	7009.00	5
338	3085.00	2661.00	5
339	13290.00	12737.00	5
340	65185.00	55900.00	5
341	97852.00	90094.00	5
343	2809.00	133.00	5
344	2010.00	921.00	5
345	1400.00	963.00	5
346	901.00	695.00	5
347	562.00	465.00	5
351	2174.00	1918.00	5
353	3739.00	3306.00	5
354	21907.00	21564.00	5
355	36865.00	31242.00	5
357	456.00	18.00	5
358	2246.00	438.00	5
359	3787.00	1384.00	5
360	3158.00	1615.00	5
361	3821.00	2417.00	5
362	2630.00	1775.00	5
363	3687.00	2802.00	5
364	3896.00	2962.00	5
365	11915.00	10099.00	5
366	3930.00	3153.00	5
367	13117.00	11873.00	5
368	85640.00	71592.00	5
369	123877.00	110135.00	5
371	306.00	32.00	5
372	991.00	414.00	5
373	916.00	580.00	5
374	1162.00	903.00	5
375	1014.00	779.00	5
377	1066.00	878.00	5
378	1698.00	1473.00	5
379	3467.00	3169.00	5
381	8474.00	8202.00	5
382	71000.00	68065.00	5
383	85475.00	86216.00	5
385	268.00	15.00	5
386	983.00	380.00	5
387	646.00	327.00	5
388	1159.00	910.00	5
389	852.00	679.00	5
390	1162.00	963.00	5
391	1415.00	1222.00	5
392	1565.00	1398.00	5
393	11958.00	10931.00	5
394	5757.00	5195.00	5
395	36768.00	35320.00	5
396	266047.00	253851.00	1
397	326294.00	311193.00	1
399	73.00	6.00	5
400	211.00	74.00	5
401	319.00	198.00	5
407	2361.00	2089.00	5
408	17287.00	17042.00	5
409	23764.00	24071.00	5
411	430.00	32.00	5
412	1314.00	409.00	5
413	1371.00	642.00	5
414	736.00	438.00	5
415	753.00	495.00	5
417	725.00	549.00	5
418	984.00	837.00	5
419	2630.00	2236.00	5
422	66194.00	54841.00	5
423	45586.00	64936.00	5
425	164.00	18.00	5
426	352.00	137.00	5
427	238.00	153.00	5
433	1450.00	1326.00	5
436	33800.00	25235.00	5
437	36336.00	31591.00	5
439	2103.00	272.00	5
440	2505.00	1077.00	5
441	2715.00	1776.00	5
442	3432.00	2586.00	5
443	4459.00	3572.00	5
444	4505.00	3815.00	5
445	4862.00	4110.00	5
446	9912.00	8807.00	5
447	50518.00	46365.00	5
448	35992.00	33244.00	5
449	159096.00	149053.00	1
450	3173406.00	2976093.00	3
451	3292725.00	3230772.00	3
453	7338.00	424.00	5
454	10184.00	4407.00	5
455	10553.00	6772.00	5
456	9214.00	6732.00	5
457	9816.00	7689.00	5
458	7364.00	6057.00	5
459	12124.00	10206.00	5
460	17085.00	14887.00	5
461	63181.00	57048.00	5
462	29171.00	26659.00	5
463	140181.00	131666.00	5
464	1253017.00	1131458.00	4
465	1531420.00	1404012.00	2
467	15066.00	2104.00	5
468	50415.00	20700.00	5
469	64960.00	39515.00	5
470	71132.00	49769.00	5
471	73571.00	55247.00	5
472	73388.00	57296.00	5
473	97768.00	79567.00	5
474	146122.00	123104.00	5
476	406305.00	357415.00	1
477	143281.00	129658.00	5
478	498475.00	461585.00	1
479	3595662.00	2915634.00	3
482	242869.00	54038.00	1
483	843396.00	345523.00	4
484	1244553.00	702455.00	4
485	1668147.00	1098625.00	2
486	1993625.00	1411768.00	2
487	2325499.00	1717524.00	2
488	3879728.00	2955949.00	3
496	131707.00	18986.00	5
497	528820.00	228348.00	1
498	696530.00	437541.00	1
499	710826.00	510915.00	4
500	731591.00	565738.00	4
501	689749.00	551614.00	4
502	931374.00	766775.00	4
503	1317013.00	1114045.00	4
504	3205817.00	2833062.00	3
505	899746.00	823900.00	4
506	1987605.00	1856857.00	2
512	2956.00	671.00	5
513	9259.00	3319.00	5
514	13632.00	6287.00	5
515	13663.00	7362.00	5
516	16418.00	9508.00	5
517	17906.00	10676.00	5
518	27371.00	16743.00	5
519	42629.00	27317.00	5
520	120699.00	84024.00	5
521	45258.00	31105.00	5
522	155830.00	112417.00	5
523	3814715.00	2436514.00	3
525	1325.00	97.00	5
526	6182.00	2597.00	5
527	8583.00	5298.00	5
528	9309.00	6584.00	5
529	9673.00	7189.00	5
530	11489.00	8992.00	5
531	17399.00	14042.00	5
532	21817.00	17709.00	5
533	49485.00	43028.00	5
534	15673.00	13787.00	5
535	60273.00	55025.00	5
536	390648.00	356613.00	1
537	590771.00	530969.00	1
539	1265.00	106.00	5
540	4872.00	2183.00	5
541	3295.00	2045.00	5
542	2695.00	1529.00	5
543	2328.00	1517.00	5
545	2071.00	1385.00	5
546	2597.00	1581.00	5
547	3763.00	2902.00	5
548	23792.00	17603.00	5
549	12252.00	8516.00	5
550	70920.00	55837.00	5
551	886080.00	709991.00	4
552	1012215.00	805194.00	4
554	13194.00	1716.00	5
555	50139.00	23996.00	5
556	78646.00	55283.00	5
557	60473.00	47065.00	5
558	38659.00	31665.00	5
559	25932.00	22183.00	5
560	12071.00	10429.00	5
561	20211.00	18162.00	5
562	31718.00	28425.00	5
563	6906.00	6113.00	5
564	24792.00	21940.00	5
565	149797.00	140748.00	5
566	485706.00	407728.00	1
567	641.00	0.00	5
568	2673.00	112.00	5
569	1900.00	848.00	5
570	1345.00	905.00	5
571	524.00	329.00	5
572	547.00	390.00	5
576	2950.00	2435.00	5
577	5849.00	5202.00	5
578	27097.00	25442.00	5
579	45809.00	37519.00	5
581	1816.00	239.00	5
582	2003.00	816.00	5
583	3292.00	2022.00	5
584	3215.00	2131.00	5
585	3733.00	2633.00	5
586	4472.00	3149.00	5
587	5915.00	4123.00	5
588	10279.00	8224.00	5
589	52903.00	43742.00	5
590	31572.00	24781.00	5
591	175019.00	148246.00	1
595	10255.00	696.00	5
596	19128.00	7560.00	5
597	21154.00	11976.00	5
598	17734.00	10593.00	5
599	15437.00	10003.00	5
600	14959.00	10401.00	5
601	22287.00	16147.00	5
602	31081.00	23522.00	5
603	111211.00	82528.00	5
604	49276.00	38989.00	5
605	221710.00	187064.00	1
606	2285237.00	2090689.00	2
607	2710015.00	2490176.00	3
609	15052.00	1733.00	5
610	53595.00	18069.00	5
611	68868.00	33519.00	5
612	72736.00	41664.00	5
613	69373.00	43557.00	5
614	72767.00	47079.00	5
615	99014.00	68477.00	5
616	139928.00	100850.00	5
617	391945.00	305851.00	1
618	140331.00	112964.00	5
619	467888.00	398359.00	1
620	3753450.00	3253138.00	3
623	235064.00	50076.00	1
624	826568.00	311654.00	1
625	1349601.00	666801.00	4
626	1663611.00	976854.00	4
627	2008140.00	1311026.00	2
628	2306994.00	1579945.00	2
629	3841112.00	2724249.00	3
637	126300.00	16101.00	5
638	517320.00	209323.00	1
639	678699.00	400811.00	1
640	688198.00	471380.00	1
641	704212.00	520412.00	4
642	656431.00	506091.00	1
643	889251.00	707389.00	4
644	1232012.00	1010394.00	4
645	3023160.00	2614893.00	3
646	823393.00	741207.00	4
647	1846009.00	1698468.00	2
658	17840.00	7299.00	5
659	509.00	237.00	5
660	1863.00	830.00	5
661	221.00	111.00	5
662	1726.00	831.00	5
663	1688.00	672.00	5
664	51912.00	23498.00	5
665	63510.00	27403.00	5
666	704141.00	279782.00	1
667	551033.00	223688.00	1
668	19152.00	8175.00	5
669	2095.00	773.00	5
670	1362.00	578.00	5
671	726.00	335.00	5
672	1515.00	717.00	5
673	1172.00	542.00	5
674	43049.00	18633.00	5
675	67805.00	29154.00	5
676	669945.00	261072.00	1
677	510314.00	207540.00	1
678	19435.00	8421.00	5
679	2578.00	1032.00	5
680	1837.00	820.00	5
681	660.00	267.00	5
682	889.00	410.00	5
683	1010.00	406.00	5
684	44360.00	19691.00	5
685	74693.00	33407.00	5
686	681708.00	271395.00	1
687	500482.00	206337.00	1
688	18648.00	8362.00	5
689	2230.00	947.00	5
690	1322.00	566.00	5
691	693.00	290.00	5
692	854.00	357.00	5
693	1187.00	536.00	5
694	41205.00	18479.00	5
695	72171.00	31792.00	5
696	660754.00	271266.00	1
697	503629.00	210582.00	1
698	17871.00	8060.00	5
699	2382.00	1139.00	5
700	1428.00	655.00	5
701	1352.00	586.00	5
702	494.00	221.00	5
703	517.00	252.00	5
704	37016.00	16035.00	5
705	73567.00	32862.00	5
706	689527.00	293278.00	1
707	518089.00	223865.00	1
708	21396.00	9072.00	5
709	3598.00	1598.00	5
710	661.00	303.00	5
711	1471.00	671.00	5
712	374.00	109.00	5
713	270.00	111.00	5
714	15110.00	5951.00	5
715	90895.00	40698.00	5
716	655357.00	270411.00	1
717	492505.00	211037.00	1
718	178082.00	148968.00	1
719	6571.00	6096.00	5
721	2437.00	2247.00	5
723	29976.00	27343.00	5
724	253996.00	225857.00	1
725	389146.00	339905.00	1
727	2895145.00	2496163.00	3
728	165559.00	137261.00	1
729	12635.00	11411.00	5
731	5989.00	5511.00	5
732	2020.00	1813.00	5
733	4840.00	4439.00	5
734	246036.00	221584.00	1
735	405936.00	354810.00	1
737	2486264.00	2146089.00	2
738	167059.00	139156.00	1
739	13072.00	11849.00	5
740	2206.00	1980.00	5
741	9308.00	8509.00	5
742	8773.00	8097.00	5
744	240595.00	216319.00	1
745	528158.00	465760.00	1
747	2337167.00	2020278.00	2
748	157248.00	130425.00	5
749	11686.00	10608.00	5
750	1887.00	1659.00	5
751	7556.00	6745.00	5
752	8775.00	8087.00	5
753	1524.00	1348.00	5
754	222906.00	201464.00	1
755	542866.00	481020.00	1
757	2696016.00	2338549.00	3
758	140221.00	119054.00	5
759	10418.00	9599.00	5
760	2248.00	2037.00	5
761	10988.00	10177.00	5
762	1342.00	1222.00	5
763	7743.00	7139.00	5
764	217534.00	197187.00	1
765	574059.00	513434.00	1
767	3019314.00	2645581.00	3
768	210749.00	180281.00	1
769	17039.00	15614.00	5
770	5357.00	4919.00	5
771	5609.00	5096.00	5
772	3128.00	2572.00	5
773	9053.00	8334.00	5
774	116451.00	105774.00	5
775	677929.00	609145.00	4
777	2328243.00	2037648.00	2
778	20671.00	11490.00	5
779	500.00	312.00	5
780	651.00	406.00	5
781	277.00	188.00	5
782	1638.00	1092.00	5
783	1859.00	1222.00	5
784	54964.00	34601.00	5
785	68671.00	41275.00	5
786	1045164.00	578444.00	4
787	723950.00	430018.00	1
788	21747.00	11680.00	5
789	3438.00	2217.00	5
790	923.00	583.00	5
791	856.00	563.00	5
792	1331.00	873.00	5
793	636.00	425.00	5
794	45736.00	27368.00	5
795	70294.00	42106.00	5
796	1033756.00	567142.00	4
797	651897.00	387844.00	1
798	23160.00	12714.00	5
799	3187.00	2021.00	5
800	928.00	595.00	5
801	902.00	557.00	5
802	803.00	532.00	5
803	45025.00	27049.00	5
804	81605.00	49306.00	5
805	1077141.00	601536.00	4
806	630459.00	380497.00	1
807	22551.00	12968.00	5
808	3347.00	2195.00	5
809	830.00	568.00	5
811	1087.00	630.00	5
812	800.00	497.00	5
813	424.00	282.00	5
814	40564.00	24508.00	5
815	82585.00	50062.00	5
816	1075835.00	620514.00	4
817	448.00	354.00	5
818	665378.00	408548.00	1
819	22420.00	13085.00	5
820	4207.00	2751.00	5
821	911.00	611.00	5
822	965.00	633.00	5
823	383.00	245.00	5
824	585.00	369.00	5
825	36812.00	22298.00	5
826	89996.00	54650.00	5
827	1126516.00	666105.00	4
828	697409.00	436221.00	1
829	25995.00	15131.00	5
830	6184.00	4044.00	5
831	538.00	314.00	5
832	954.00	653.00	5
833	613.00	317.00	5
835	15661.00	9144.00	5
836	105847.00	64348.00	5
837	1086886.00	643805.00	4
838	649866.00	406124.00	1
840	11327.00	11062.00	5
842	81829.00	79878.00	5
844	1372185.00	1341921.00	4
845	3356829.00	2807563.00	3
846	2778311.00	2447507.00	3
848	3440571.00	2392595.00	3
849	87199.00	85713.00	5
851	49131.00	45671.00	5
853	460388.00	442076.00	1
854	2464907.00	2234985.00	2
855	1974184.00	1744460.00	2
857	2486580.00	1802513.00	2
858	46364.00	44991.00	5
859	7615.00	7435.00	5
860	39837.00	35093.00	5
861	24055.00	21568.00	5
863	2256572.00	2125486.00	2
866	2416874.00	1833949.00	2
867	82451.00	80459.00	5
868	6191.00	6039.00	5
869	56267.00	54477.00	5
870	60613.00	59769.00	5
872	2594148.00	2460745.00	3
875	2991906.00	2319357.00	3
876	62022.00	57895.00	5
877	11085.00	10777.00	5
878	55593.00	31906.00	5
879	82702.00	79107.00	5
880	3309999.00	3131195.00	3
884	178370.00	175026.00	1
885	41939.00	40706.00	5
886	54688.00	53855.00	5
887	26896.00	24932.00	5
888	105365.00	103071.00	5
889	1810854.00	1758341.00	2
892	23730.00	14697.00	5
893	830.00	597.00	5
894	410.00	303.00	5
895	344.00	258.00	5
896	759.00	530.00	5
897	1227.00	927.00	5
898	1034.00	683.00	5
899	51199.00	35775.00	5
900	70375.00	48105.00	5
901	1494246.00	966480.00	4
902	767450.00	527403.00	4
903	23454.00	14685.00	5
904	4408.00	3069.00	5
905	449.00	353.00	5
906	958.00	708.00	5
907	944.00	687.00	5
908	525.00	393.00	5
909	42401.00	29245.00	5
910	77025.00	52933.00	5
911	1502990.00	969399.00	4
912	693686.00	478407.00	1
913	28035.00	17784.00	5
914	4056.00	2916.00	5
915	747.00	600.00	5
916	832.00	579.00	5
917	1001.00	766.00	5
919	111.00	6.00	5
920	40525.00	27984.00	5
921	91256.00	62960.00	5
922	1586905.00	1040485.00	4
923	674832.00	471228.00	1
924	26294.00	16921.00	5
925	3649.00	2682.00	5
926	978.00	642.00	5
928	39486.00	27298.00	5
929	97926.00	67520.00	5
930	1609813.00	1079348.00	2
931	731927.00	518864.00	4
932	25234.00	16713.00	5
933	4626.00	3354.00	5
934	461.00	313.00	5
935	1440.00	1060.00	5
937	598.00	441.00	5
938	36078.00	25210.00	5
939	108506.00	76200.00	5
940	1660211.00	1134819.00	2
941	776902.00	555872.00	4
942	30517.00	20280.00	5
943	6398.00	4725.00	5
944	384.00	297.00	5
945	800.00	609.00	5
946	621.00	367.00	5
947	595.00	454.00	5
948	15594.00	10744.00	5
949	122349.00	84678.00	5
950	1626007.00	1109453.00	2
951	681989.00	486501.00	1
953	27051.00	18237.00	5
954	1191.00	932.00	5
956	844.00	644.00	5
957	1960.00	1577.00	5
958	45853.00	34335.00	5
959	73877.00	54228.00	5
960	1874775.00	1304368.00	2
961	760960.00	559044.00	4
962	26276.00	17894.00	5
963	5147.00	3941.00	5
965	422.00	325.00	5
966	767.00	600.00	5
967	440.00	351.00	5
968	42271.00	31470.00	5
969	76352.00	55792.00	5
970	1880034.00	1309785.00	2
971	679617.00	501268.00	1
972	28753.00	19389.00	5
973	4698.00	3658.00	5
974	632.00	487.00	5
975	1154.00	847.00	5
976	766.00	619.00	5
978	39917.00	29945.00	5
980	97361.00	71957.00	5
981	1926173.00	1358240.00	2
982	658149.00	490156.00	1
983	28944.00	20403.00	5
984	4519.00	3507.00	5
985	684.00	530.00	5
986	864.00	648.00	5
987	792.00	643.00	5
989	36050.00	27284.00	5
990	103005.00	76162.00	5
991	1933039.00	1390763.00	2
992	691790.00	521237.00	4
993	24154.00	16786.00	5
994	5501.00	4306.00	5
995	713.00	527.00	5
996	910.00	753.00	5
998	900.00	740.00	5
999	34265.00	25894.00	5
1000	111027.00	82530.00	5
1001	2003778.00	1465066.00	2
1002	749332.00	570768.00	4
1003	32643.00	23395.00	5
1004	7298.00	5852.00	5
1005	743.00	551.00	5
1006	862.00	697.00	5
1007	503.00	352.00	5
1008	624.00	470.00	5
1009	16572.00	12512.00	5
1010	121490.00	89756.00	5
1011	1925437.00	1406424.00	2
1012	652413.00	496097.00	1
1013	5266.00	1241.00	5
1014	136.00	14.00	5
1015	641.00	56.00	5
1016	178.00	20.00	5
1017	567.00	34.00	5
1018	878.00	68.00	5
1019	19882.00	1620.00	5
1020	18362.00	2621.00	5
1021	200167.00	41438.00	5
1022	131033.00	18876.00	5
1023	5092.00	1321.00	5
1024	540.00	44.00	5
1025	602.00	58.00	5
1026	370.00	24.00	5
1027	865.00	64.00	5
1028	3544.00	139.00	5
1029	14639.00	1260.00	5
1030	18816.00	2622.00	5
1031	188390.00	37568.00	5
1032	122928.00	17567.00	5
1033	4859.00	1376.00	5
1034	597.00	66.00	5
1035	715.00	66.00	5
1036	334.00	35.00	5
1037	445.00	29.00	5
1038	3487.00	117.00	5
1039	13187.00	1237.00	5
1040	21273.00	3112.00	5
1041	180371.00	37771.00	5
1042	116605.00	17295.00	5
1043	4487.00	1184.00	5
1044	504.00	49.00	5
1045	484.00	51.00	5
1046	225.00	23.00	5
1047	264.00	27.00	5
1048	2687.00	95.00	5
1049	13139.00	1379.00	5
1050	19576.00	2960.00	5
1051	173756.00	38561.00	5
1052	117047.00	17848.00	5
1053	4167.00	1193.00	5
1054	627.00	50.00	5
1055	673.00	65.00	5
1056	552.00	61.00	5
1057	1676.00	45.00	5
1058	214.00	29.00	5
1059	10575.00	1091.00	5
1060	19320.00	2983.00	5
1061	170969.00	39535.00	5
1062	115187.00	19094.00	5
1063	5849.00	1607.00	5
1064	1096.00	115.00	5
1065	685.00	79.00	5
1066	157.00	45.00	5
1067	86.00	28.00	5
1068	5003.00	403.00	5
1069	27744.00	4531.00	5
1070	167133.00	37306.00	5
1071	111074.00	18017.00	5
1072	26087.00	18582.00	5
1073	1151.00	948.00	5
1076	715.00	532.00	5
1077	3091.00	2493.00	5
1078	45463.00	35864.00	5
1079	71837.00	54490.00	5
1080	2101435.00	1524966.00	2
1081	688730.00	526346.00	4
1082	27595.00	19286.00	5
1083	3985.00	3269.00	5
1084	537.00	441.00	5
1085	636.00	519.00	5
1086	694.00	491.00	5
1087	38790.00	30763.00	5
1088	70741.00	54051.00	5
1089	2063367.00	1496513.00	2
1090	599763.00	459994.00	1
1091	28611.00	20340.00	5
1092	4092.00	3326.00	5
1094	747.00	622.00	5
1095	885.00	704.00	5
1096	32801.00	25767.00	5
1097	93638.00	71883.00	5
1098	2129311.00	1563859.00	2
1099	579061.00	447365.00	1
1100	31016.00	22263.00	5
1101	3618.00	2824.00	5
1103	761.00	606.00	5
1104	716.00	581.00	5
1106	29473.00	23319.00	5
1107	94390.00	72839.00	5
1108	2156821.00	1608484.00	2
1109	635511.00	496624.00	1
1110	26529.00	19616.00	5
1111	3572.00	2900.00	5
1112	646.00	501.00	5
1113	1185.00	940.00	5
1115	886.00	720.00	5
1116	32229.00	25605.00	5
1117	99027.00	76927.00	5
1118	2155557.00	1631655.00	2
1119	688852.00	544977.00	4
1120	34684.00	25951.00	5
1121	3999.00	3196.00	5
1123	865.00	752.00	5
1125	561.00	447.00	5
1126	13862.00	11037.00	5
1127	107078.00	83614.00	5
1128	2051907.00	1551254.00	2
1129	574715.00	454318.00	1
1131	40542.00	29683.00	5
1134	3534.00	2984.00	5
1135	57272.00	46004.00	5
1136	94985.00	75604.00	5
1137	3433635.00	2565727.00	3
1138	929630.00	733668.00	4
1139	40869.00	30269.00	5
1140	5670.00	4758.00	5
1141	1005.00	839.00	5
1142	1089.00	876.00	5
1143	731.00	641.00	5
1144	52491.00	42776.00	5
1145	97388.00	76783.00	5
1146	3372426.00	2529325.00	3
1147	820938.00	652175.00	4
1148	44719.00	32807.00	5
1149	5253.00	4201.00	5
1151	1438.00	1206.00	5
1152	1551.00	1314.00	5
1154	53733.00	43920.00	5
1155	127895.00	101653.00	5
1156	3468482.00	2623004.00	3
1157	782599.00	624399.00	4
1158	41879.00	31511.00	5
1159	3998.00	3311.00	5
1160	666.00	586.00	5
1161	739.00	658.00	5
1162	1500.00	1308.00	5
1164	49059.00	40675.00	5
1165	131982.00	105780.00	5
1166	3447397.00	2643701.00	3
1167	854001.00	688958.00	4
1168	35515.00	27166.00	5
1169	3393.00	2890.00	5
1171	1427.00	1240.00	5
1173	694.00	566.00	5
1174	43638.00	35785.00	5
1175	129367.00	104959.00	5
1176	3423692.00	2664355.00	3
1177	934343.00	762372.00	4
1178	49704.00	38447.00	5
1179	4937.00	4258.00	5
1180	665.00	559.00	5
1181	1556.00	1336.00	5
1182	755.00	603.00	5
1183	1189.00	997.00	5
1184	22432.00	18690.00	5
1185	141338.00	115017.00	5
1186	3250573.00	2533706.00	3
1187	815706.00	664715.00	4
1188	64283.00	49392.00	5
1193	5916.00	5170.00	5
1194	91544.00	76750.00	5
1195	137888.00	112254.00	5
