id	NY AGI of All Returns	Taxable Income of All Returns	Cluster
10911	64521.00	42642.00	5
10912	1460600.88	755690.62	4
10913	76514.00	66535.00	5
10915	3260.00	2343.00	5
10916	287431.00	238500.00	1
10917	3373.00	158.00	5
10918	40644.00	28251.00	5
10919	435.00	32.00	5
10920	1295986.00	1218775.00	4
10921	107364.00	103820.00	5
10922	-93742.89	33.38	5
10923	10975.00	702.00	5
10924	96377.00	77855.00	5
10925	25148.00	23812.00	5
10926	6970.00	2402.00	5
10927	29509.56	10093.42	5
10928	8154.00	6135.00	5
10930	30519.00	21233.00	5
10931	76433.00	50645.00	5
10932	10208.00	8105.00	5
10933	2252.00	151.00	5
10935	19815.00	2982.00	5
10936	25719.00	23159.00	5
10937	4918.00	2934.00	5
10938	7739.00	5826.00	5
10939	40138.98	30321.03	5
10940	6136.00	4108.00	5
10941	3333931.00	2540212.00	3
10942	12836.00	9855.00	5
10943	42092.00	30415.00	5
10944	-67979.63	1.94	5
10945	11947.96	6534.80	5
10946	4752.00	283.00	5
10947	29877.93	20971.72	5
10948	78447.00	77147.00	5
10949	2517522.00	2105394.00	2
10950	30221.00	4793.00	5
10951	5190.00	2359.00	5
10952	166816.00	108782.00	5
10953	454366.00	378377.00	1
10954	3259043.00	2730647.00	3
10955	1310482.00	948542.00	4
10956	327580.00	165236.00	1
10957	374625.00	315035.00	1
10958	74783.00	60084.00	5
10959	55725.00	52837.00	5
10960	1166499.00	834631.00	4
10962	54737.00	50736.00	5
10963	68933.00	23930.00	5
10964	60108.00	47225.00	5
10965	-27542.86	95.36	5
10966	64088.00	46380.00	5
10967	225076.00	166989.00	1
10969	73163.00	39041.00	5
10970	143785.00	82181.00	5
10971	22070.00	16403.00	5
10972	148235.00	105033.00	5
10973	466632.00	353709.00	1
10974	379429.00	356451.00	1
10975	129629.00	102139.00	5
10976	103949.00	85750.00	5
10977	1366314.00	993531.00	4
10978	1902468.00	1398536.00	2
10979	2513373.00	2348170.00	3
10980	258834.00	188592.00	1
10981	2059.96	1237.60	5
10982	8193.00	3552.00	5
10983	1271649.00	897056.00	4
10984	98159.00	82153.00	5
10985	2530.00	1592.00	5
10986	103.75	26.04	5
10987	35131.00	25799.00	5
10988	171160.00	144208.00	1
10989	29707.00	23306.00	5
10990	-5314.43	243.07	5
10991	56375.00	30664.00	5
10992	28865.00	23456.00	5
10994	71628.00	53346.00	5
10995	385982.00	276123.00	1
10996	-2011.71	49.03	5
10997	70055.00	53514.00	5
10998	59436.00	20774.00	5
10999	177360.00	150495.00	1
11000	125520.00	103744.00	5
11001	2786750.00	2099664.00	3
11002	18192.00	11923.00	5
11003	411687.00	280922.38	1
11004	46013.00	7582.00	5
11005	18580.00	9193.00	5
11006	22606.00	5133.00	5
11007	120099.00	112980.00	5
11008	6538.00	4000.00	5
11009	260354.00	190667.00	1
11010	280076.62	82304.51	1
11011	76885.00	63644.00	5
11012	29119.00	22027.00	5
11013	83314.00	58732.00	5
11014	38657.00	26192.00	5
11015	27557.00	8825.00	5
11016	128643.00	68658.00	5
11017	1788530.00	1652122.00	2
11018	190552.00	150946.00	1
11019	218643.00	157634.00	1
11020	3080994.00	2808593.00	3
11021	2292.00	1083.00	5
11022	95668.00	18399.00	5
11023	20255.00	18006.00	5
11024	8976.00	8072.00	5
11025	123740.00	88343.00	5
11026	60409.00	44552.00	5
11027	187128.52	151399.33	1
11028	124257.00	65917.00	5
11029	74144.00	56591.00	5
11030	3052.00	1570.00	5
11031	14668.00	8145.00	5
11032	92778.00	30300.00	5
11033	42701.00	21288.00	5
11034	107528.18	61083.84	5
11035	91698.00	66475.00	5
11036	11910.00	3579.00	5
11037	234875.00	41948.00	5
11038	677500.00	466929.00	1
11039	65570.00	46172.00	5
11040	3032079.00	2594282.00	3
11041	126721.00	69174.00	5
11042	479140.00	253796.00	1
11043	36670.00	30078.00	5
11044	18769.00	16899.00	5
11046	140587.00	106412.00	5
11047	996933.00	956654.00	4
11048	185051.00	143514.00	1
11049	2833.00	680.00	5
11050	50710.00	33521.00	5
11051	39270.00	32345.00	5
11052	14836.00	9543.00	5
11053	60422.00	46366.00	5
11054	117510.00	95323.00	5
11055	2005.00	1367.00	5
11056	254861.00	227377.00	1
11057	3818.00	2632.00	5
11058	1061119.00	769943.00	4
11059	38724.00	26538.00	5
11060	61665.00	51043.00	5
11061	5677.00	4046.00	5
11062	62706.00	34952.00	5
11063	660904.00	625442.00	4
11064	257180.00	188698.00	1
11065	97927.00	70987.00	5
11066	8194.00	7404.00	5
11067	129196.00	84073.00	5
11069	3588.00	2207.00	5
11070	146153.00	117642.00	5
11071	3472.00	2421.00	5
11072	212178.00	166137.00	1
11074	4159.00	2969.00	5
11075	946075.00	682035.00	4
11076	4119.00	2611.00	5
11077	1496526.00	1414222.00	2
11078	9543.52	6627.06	5
11079	1160941.00	897402.00	4
11080	7389.00	5808.00	5
11081	1957026.00	1355861.00	2
11082	137838.00	78470.00	5
11083	950414.00	695962.00	4
11084	75065.00	56956.00	5
11086	11818.00	976.00	5
11087	182462.00	155965.00	1
11088	5581.00	3327.00	5
11089	312787.00	119776.00	1
11090	27543.00	20525.00	5
11091	3802.00	3608.00	5
11092	15349.00	11926.00	5
11093	55149.00	51938.00	5
11094	106554.00	94639.00	5
11095	40390.00	5528.00	5
11096	356173.00	322027.00	1
11097	327995.00	251706.00	1
11098	2460288.00	1982450.00	2
11099	648741.00	616820.00	4
11100	292322.00	250794.00	1
11101	893419.00	793983.00	4
11102	2995.00	1691.00	5
11103	140118.00	105700.00	5
11104	2236955.00	1527061.00	2
11105	1117321.88	758327.81	4
11106	18917.00	18212.00	5
11107	172863.00	125722.00	5
11108	31152.17	12493.98	5
11109	38320.00	20138.00	5
11111	443169.00	386538.00	1
11112	99399.00	66280.00	5
11113	14609.00	2186.00	5
11114	20627.00	3598.00	5
11115	89956.00	76364.00	5
11117	8186.66	7406.37	5
11118	38073.00	12520.00	5
11119	43824.00	28848.00	5
11120	3346181.00	2735326.00	3
11121	8939.00	4902.00	5
11122	1023491.00	964090.00	4
11123	36135.00	30040.00	5
11124	518924.00	442242.00	1
11126	633915.00	508309.00	1
11127	2165938.00	1579927.00	2
11129	3934980.25	3043254.00	3
11131	101345.00	71566.00	5
11132	54253.00	46659.00	5
11133	31528.00	25885.00	5
11134	2226.00	1511.00	5
11135	8737.00	7134.00	5
11136	-17567.57	275.98	5
11138	574839.00	418533.00	1
11139	71724.00	41014.00	5
11140	122763.00	98180.00	5
11141	123091.00	8400.00	5
11142	1872712.00	1605765.00	2
11143	69592.00	24225.00	5
11144	6851.00	367.00	5
11145	85834.00	47737.00	5
11146	195174.00	153771.00	1
11147	2016.00	597.00	5
11148	1281211.00	895213.00	4
11149	755017.00	61128.00	1
11150	11040.00	1610.00	5
11151	75892.00	52756.00	5
11152	280495.00	199095.00	1
11153	511393.00	35736.00	1
11154	1832.00	633.00	5
11155	338663.00	287016.00	1
11156	16380.00	9342.00	5
11157	26523.00	24917.00	5
11158	38783.00	28637.00	5
11159	171102.00	141728.00	1
11160	3869002.00	3227495.00	3
11161	66954.00	22810.00	5
11162	1742249.00	1336085.00	2
11163	228963.00	81784.00	1
11164	114705.00	80900.00	5
11165	370260.75	289977.44	1
11166	30413.00	10169.00	5
11167	55571.00	46714.00	5
11168	1828345.00	1230264.00	2
11169	95837.00	64081.00	5
11170	7720.00	4789.00	5
11171	4709.00	3223.00	5
11172	10412.00	8222.00	5
11173	179379.00	11520.00	5
11174	3244.00	2132.00	5
11175	70171.00	46308.00	5
11176	6617.00	725.00	5
11177	167.00	296.00	5
11178	46176.00	33582.00	5
11179	816425.00	554329.00	4
11180	14993.00	870.00	5
11182	1499390.00	1261047.00	2
11183	380464.00	320001.00	1
11184	136852.00	105081.00	5
11185	8629.00	1361.00	5
11186	7500.00	5472.00	5
11187	98709.00	64797.00	5
11188	3646.00	836.00	5
11189	660345.00	499396.00	1
11190	228138.00	132484.00	1
11191	2368303.00	1915852.00	2
11192	1631.00	620.00	5
11193	62081.00	57901.00	5
11194	778063.00	640066.00	4
11195	3712.00	2626.00	5
11196	867627.00	700363.00	4
11197	6591.25	4916.01	5
11198	68135.00	44274.00	5
11199	1871651.00	1398047.00	2
11200	1887404.00	1485687.00	2
11201	466846.00	344542.00	1
11202	846349.00	719810.00	4
11204	1294614.00	983119.00	4
11205	3041.00	1941.00	5
11206	1468054.00	1054591.00	4
11208	719327.25	639104.75	4
11209	30857.00	25317.00	5
11210	135121.30	88685.48	5
11211	50300.00	49203.00	5
11212	81078.00	68635.00	5
11213	6814.00	5206.00	5
11214	72742.00	39332.00	5
11215	53307.00	27715.00	5
11216	443021.00	417679.00	1
11217	239.00	25.00	5
11218	282059.00	163082.00	1
11219	125860.00	95805.00	5
11220	248038.00	179552.00	1
11221	13748.53	2167.98	5
11222	1073267.00	1009739.00	4
11223	183623.00	155309.00	1
11224	47010.00	42976.00	5
11225	16328.00	924.00	5
11226	31966.00	29447.00	5
11227	84083.00	56784.00	5
11228	412853.00	297004.00	1
11229	187469.00	70077.00	5
11230	1259082.00	932612.00	4
11231	370926.00	254104.00	1
11232	119550.00	116295.00	5
11233	1302240.75	964147.19	4
11235	33154.00	4972.00	5
11236	411795.16	322477.44	1
11237	185631.00	182087.00	1
11238	3200116.00	1650466.00	3
11239	300270.00	224346.00	1
11240	672237.00	452261.00	1
11241	-83885.76	999.87	5
11242	11381.00	6735.00	5
11244	72949.00	52041.00	5
11246	2062.00	796.00	5
11247	2088024.00	1269190.00	2
11248	123831.00	97134.00	5
11250	12281.85	11159.75	5
11252	37745.00	3083.00	5
11254	118778.00	90224.00	5
11256	12646.00	2334.00	5
11257	36940.00	29717.00	5
11259	23322.00	1283.00	5
11260	27958.00	21900.00	5
11261	1320192.00	906706.00	4
11262	4025.00	2413.00	5
11263	93875.00	81223.00	5
11264	850927.94	683676.62	4
11265	23616.00	3374.00	5
11266	91219.00	68078.00	5
11267	913171.81	890806.50	4
11268	64491.00	23343.00	5
11269	15650.00	7639.00	5
11270	4886.00	2690.00	5
11271	26815.00	20444.00	5
11272	637.36	139.18	5
11273	2772.00	872.00	5
11274	44669.00	28504.00	5
11275	14961.00	815.00	5
11276	66038.00	37462.00	5
11277	46228.60	35158.76	5
11278	79537.00	62773.00	5
11279	13911.00	9436.00	5
11280	63541.00	47250.00	5
11281	3839517.00	3622628.00	3
11282	2846.00	1589.00	5
11283	126747.00	74976.00	5
11284	2236.00	684.00	5
11285	59683.00	20589.00	5
11286	11270.00	5630.00	5
11287	27843.00	19462.00	5
11288	7427.00	5666.00	5
11289	664982.00	462330.00	1
11290	281371.00	226109.00	1
11291	76955.00	56692.00	5
11292	151924.00	111772.00	5
11293	10803.00	6289.00	5
11296	64556.00	22001.00	5
11297	88542.00	29462.00	5
11298	28110.00	19826.00	5
11299	1222836.00	984288.00	4
11300	520760.00	399754.00	1
11301	622835.00	353972.00	1
11302	6736.00	3321.00	5
11303	25502.00	19148.00	5
11304	1251399.00	944740.00	4
11305	13023.00	10888.00	5
11306	240755.00	6286.00	5
11307	1223.00	384.00	5
11308	173.13	44.69	5
11309	1820786.00	1418985.00	2
11310	151721.88	122972.54	5
11311	99967.00	66058.00	5
11312	36466.00	11545.00	5
11313	242493.00	196156.00	1
11314	1876754.00	1573575.00	2
11315	2572.00	1512.00	5
11317	55747.00	18951.00	5
11318	22984.00	10757.00	5
11319	735378.00	259074.00	1
11320	466276.00	361572.00	1
11321	38197.00	27025.00	5
11322	1350803.00	924874.00	4
11323	123077.00	96751.00	5
11325	123483.00	106451.00	5
11326	633205.00	373299.00	1
11327	3807336.00	2787576.00	3
11328	4209.00	2659.00	5
11329	18304.00	14277.00	5
11330	234250.00	83643.00	1
11331	4752.00	3487.00	5
11332	243025.00	83468.00	1
11333	107430.00	90130.00	5
11335	566214.00	475586.00	1
11336	2190.00	1606.00	5
11337	647.00	80.00	5
11338	949.00	348.00	5
11339	256281.00	211600.00	1
11340	2398229.00	1883632.00	2
11341	62001.00	4048.00	5
11342	113937.00	84613.00	5
11343	96671.00	73766.00	5
11344	90835.00	52825.00	5
11345	28239.00	20803.00	5
11346	1295307.00	939302.00	4
11347	29595.00	24269.00	5
11348	4044.00	2270.00	5
11349	511.64	128.52	5
11350	2489.00	1081.00	5
11352	4161.00	2863.00	5
11353	46704.00	40775.00	5
11354	219372.00	171177.00	1
11355	4188.00	3305.00	5
11356	25517.00	14020.00	5
11357	321048.00	252004.00	1
11358	20817.00	10400.00	5
11359	94733.00	53690.00	5
11360	64992.00	44925.00	5
11361	1427643.00	712135.00	4
11362	10546.00	6874.00	5
11363	17307.00	10559.00	5
11364	12347.00	6995.00	5
11365	7728.85	4863.94	5
11366	64955.00	45500.00	5
11367	12522.00	754.00	5
11368	6371.00	798.00	5
11370	17678.00	11929.00	5
11371	38269.00	37584.00	5
11372	47813.00	14337.00	5
11373	2460152.00	1852096.00	2
11374	3744126.00	2054312.00	3
11375	32289.00	31436.00	5
11376	290882.00	256989.00	1
11377	11007.00	1781.00	5
11378	449344.00	160289.00	1
11379	589502.00	543567.00	1
11380	86234.00	82246.00	5
11381	6817.00	5179.00	5
11382	559703.00	382750.00	1
11383	-220040.77	37.52	5
11385	10477.00	656.00	5
11386	204522.00	164702.00	1
11387	312791.00	234297.00	1
11388	2630.00	1250.00	5
11389	238340.00	201044.00	1
11390	52655.00	37267.00	5
11391	443228.00	432689.00	1
11392	558115.00	331580.00	1
11393	1191161.00	937635.00	4
11394	1628.00	976.00	5
11395	64424.00	52732.00	5
11396	43472.00	34286.00	5
11397	54186.00	48219.00	5
11398	204645.00	131825.00	1
11399	15199.00	831.00	5
11400	665614.00	446727.00	1
11401	7597.00	342.00	5
11402	15765.00	2109.00	5
11403	20307.00	3307.00	5
11404	11902.00	9388.00	5
11405	3512549.00	2225191.00	3
11406	110685.00	61608.00	5
11407	1975.00	648.00	5
11408	3153669.00	2293094.00	3
11409	85366.00	47545.00	5
11410	130457.00	69649.00	5
11411	53683.00	38511.00	5
11412	9684.00	5787.00	5
11413	31683.00	23427.00	5
11414	1611.00	484.00	5
11415	5305.00	3170.00	5
11416	86205.00	60153.00	5
11417	1016711.00	373679.00	4
11418	172254.00	145337.00	1
11420	115313.00	97843.00	5
11421	148597.00	49927.00	5
11422	218903.00	167799.00	1
11423	96257.00	68017.00	5
11424	23855.00	14575.00	5
11425	33761.00	6110.00	5
11426	96275.00	81778.00	5
11428	21949.00	13574.00	5
11429	896844.00	57538.00	1
11430	146932.00	102372.00	5
11431	21544.00	15320.00	5
11432	2162575.00	1566303.00	2
11433	250738.00	201429.00	1
11434	86716.00	44055.00	5
11435	15610.00	10737.00	5
11436	88359.00	65514.00	5
11437	233026.73	180533.48	1
11439	3688.00	2331.00	5
11440	8946.00	561.00	5
11441	78857.00	65900.00	5
11442	178896.00	98430.00	5
11444	1717001.00	1336312.00	2
11445	40401.00	6070.00	5
11446	14208.00	14023.00	5
11447	1277.00	836.00	5
11448	84971.00	71789.00	5
11449	2213.00	107.00	5
11450	5181.00	3445.00	5
11451	5762.00	1706.00	5
11452	87732.00	64563.00	5
11454	132131.00	85619.00	5
11455	702268.00	558240.00	4
11456	4639.00	3541.00	5
11457	1037.00	378.00	5
11458	64987.00	23492.00	5
11459	8720.00	515.00	5
11460	128643.10	98024.99	5
11461	253841.00	204301.00	1
11463	833.00	488.00	5
11464	145419.00	81160.00	5
11465	155500.00	131501.00	5
11466	260947.00	147813.00	1
11468	96719.00	53329.00	5
11469	449155.00	376153.00	1
11470	854.00	76.00	5
11471	1804881.00	1411824.00	2
11472	57048.00	51361.00	5
11473	68892.00	36719.00	5
11474	3234057.00	2367235.00	3
11475	48993.00	33839.00	5
11476	1229603.00	1049277.00	4
11478	1148677.00	972459.00	4
11479	107968.00	69144.00	5
11480	20898.00	3167.00	5
11481	100651.00	82920.00	5
11483	14207.00	13340.00	5
11484	961615.19	366563.41	4
11485	334.00	329.00	5
11486	19244.00	11566.00	5
11487	21093.00	4006.00	5
11488	-9419.32	249.08	5
11489	5621.00	1335.00	5
11490	71461.00	52758.00	5
11492	628309.00	443892.00	1
11493	1213446.00	1016995.00	4
11494	2394.00	1273.00	5
11495	156124.00	133244.00	5
11497	128922.00	105034.00	5
11498	92899.00	67745.00	5
11499	66007.07	49579.37	5
11501	103248.00	68997.00	5
11503	1491672.00	1078952.00	4
11504	644.00	207.00	5
11505	74864.00	48986.00	5
11506	31612.00	21728.00	5
11507	55475.00	45698.00	5
11508	9117.00	8277.00	5
11509	208514.00	163117.00	1
11510	93923.00	66190.00	5
11511	2760110.00	2102691.00	3
11513	98.00	11.00	5
11514	13894.00	675.00	5
11516	94254.00	31410.00	5
11517	1429564.00	1347527.00	2
11518	24759.55	19611.90	5
11519	6487.52	3659.12	5
11521	3620.00	1606.00	5
11522	131089.00	99671.00	5
11524	299147.00	169068.00	1
11525	219964.00	159037.00	1
11526	20769.00	8987.00	5
11527	35017.00	31141.00	5
11528	101837.00	86261.00	5
11529	27655.00	4291.00	5
11530	140598.00	96373.00	5
11531	47467.77	35625.66	5
11532	619044.00	480215.00	1
11533	13382.00	7349.00	5
11534	54751.00	7612.00	5
11535	29738.00	19311.00	5
11536	6860.00	903.00	5
11537	312.00	29.00	5
11538	830077.00	77640.00	1
11539	87431.54	58067.78	5
11540	210267.00	193561.00	1
11541	305587.00	275309.00	1
11542	185959.00	158144.00	1
11543	106483.00	82043.00	5
11544	109027.00	91487.00	5
11545	466455.00	24693.00	1
11546	168554.00	10444.00	5
11547	185394.00	146380.00	1
11548	2771495.00	756231.00	2
11549	413710.00	379256.00	1
11550	8969.00	5220.00	5
11551	28880.00	23876.00	5
11552	113527.00	72203.00	5
11553	114985.17	103341.60	5
11554	47992.00	33995.00	5
11555	113268.00	74619.00	5
11556	-149496.27	135.49	5
11557	287456.00	242327.00	1
11558	1187734.00	924482.00	4
11559	35186.00	4219.00	5
11560	72262.00	64380.00	5
11561	66521.00	48733.00	5
11562	17461.84	15986.34	5
11563	492917.00	396414.00	1
11564	215550.00	173984.00	1
11565	156868.00	130598.00	5
11566	12181.00	765.00	5
11567	802715.00	539911.00	4
11568	12677.00	1852.00	5
11569	60352.00	48452.00	5
11570	253995.00	214824.00	1
11571	21084.00	19289.00	5
11572	1494436.00	1161206.00	4
11573	163899.00	138710.00	5
11574	16449.00	2273.00	5
11576	227997.00	163203.00	1
11577	46708.00	37391.00	5
11578	4579.00	2478.00	5
11580	1053527.00	812938.00	4
11581	1832621.00	1434553.00	2
11582	212793.00	171427.00	1
11583	917164.00	676351.00	4
11584	533447.00	428231.00	1
11585	1915.44	743.99	5
11586	8111.00	485.00	5
11587	3398756.00	2618431.00	3
11588	9283.00	497.00	5
11589	7780.00	5451.00	5
11590	1556.00	692.00	5
11591	92807.00	64239.00	5
11592	1490481.00	1225532.00	2
11594	185774.00	161249.00	1
11595	92879.00	66051.00	5
11596	313296.00	211319.00	1
11597	128205.00	98014.00	5
11598	481091.00	303086.00	1
11599	9693.00	7720.00	5
11600	101334.00	88726.00	5
11601	13283.00	866.00	5
11602	4272.00	485.00	5
11603	779514.00	633629.00	4
11604	614881.00	530132.00	1
11605	182352.00	129306.00	1
11607	138459.00	119428.00	5
11608	93101.00	61605.00	5
11609	6952.00	4401.00	5
11610	174669.00	141646.00	1
11611	293767.00	197317.00	1
11612	5794.00	336.00	5
11613	1268618.00	436712.00	4
11614	2983.00	1665.00	5
11615	810532.00	579598.00	4
11616	8323.00	5734.00	5
11617	95159.00	80312.00	5
11618	154266.00	60635.00	5
11620	91882.00	85709.00	5
11621	300.00	23.00	5
11622	565971.00	455457.00	1
11623	33553.00	32418.00	5
11624	53922.00	37937.00	5
11625	228061.00	183269.00	1
11626	52657.00	41128.00	5
11627	1017888.00	527965.00	4
11628	83273.00	31668.00	5
11629	10674.00	1438.00	5
11631	1910292.00	1476054.00	2
11632	1380.00	488.00	5
11633	988120.00	928000.00	4
11634	86420.00	56905.00	5
11635	3448303.00	2473686.00	3
11637	357060.59	273856.41	1
11638	127998.00	91337.00	5
11639	16467.00	8250.00	5
11640	327803.00	251849.00	1
11641	14125.00	9853.00	5
11642	109265.00	73781.00	5
11643	118468.00	86309.00	5
11644	1557.00	1087.00	5
11645	60353.00	41860.00	5
11646	154062.12	124397.31	5
11647	844848.00	572961.00	4
11648	343497.78	112106.14	1
11649	72017.03	27532.88	5
11650	100612.00	79042.00	5
11651	4005.00	2413.00	5
11652	959648.00	828339.00	4
11653	933456.00	759063.00	4
11654	14104.00	11574.00	5
11655	18332.00	9337.00	5
11656	7412.51	4964.21	5
11657	26664.00	22383.00	5
11658	177385.39	112670.83	5
11659	7510.00	5244.00	5
11660	2958411.00	2326208.00	3
11661	6625.00	297.00	5
11662	7525.98	1173.54	5
11664	1943387.00	1528105.00	2
11665	292846.00	169032.00	1
11666	8600.00	4703.00	5
11668	122630.46	73011.84	5
11669	183300.00	147326.00	1
11670	3004965.00	838705.00	2
11671	13150.00	10557.00	5
11672	132898.00	101276.00	5
11673	1028.00	378.00	5
11674	2875.00	1646.00	5
11677	59456.00	43260.00	5
11679	17292.55	15378.89	5
11680	12010.47	3782.24	5
11681	85302.00	68484.00	5
11682	7263.00	4775.00	5
11683	5874.00	3500.00	5
11684	2377.00	1481.00	5
11685	169.00	18.00	5
11686	898402.00	814009.00	4
11687	82700.00	67915.00	5
11688	1107464.00	745549.00	4
11689	69942.00	56177.00	5
11690	107414.00	74047.00	5
11691	2246338.00	1486394.00	2
11692	470760.00	33703.00	1
11693	326364.56	180037.28	1
11694	230030.00	157960.00	1
11695	90801.41	64873.43	5
11696	3882.00	2764.00	5
11697	37887.00	24084.00	5
11698	3037170.00	2186687.00	3
11699	159714.00	106337.00	5
11701	225096.00	161143.00	1
11702	1223.00	421.00	5
11703	763794.00	562199.00	4
11705	154919.00	140118.00	5
11706	868617.00	710016.00	4
11707	122243.00	80551.00	5
11708	10243.00	7243.00	5
11709	27952.00	19730.00	5
11710	16474.00	8305.00	5
11711	29857.00	21456.00	5
11712	6109.00	2500.00	5
11713	491091.00	252597.00	1
11714	92951.00	78565.00	5
11715	2803.00	666.00	5
11717	293631.00	110591.00	1
11718	705598.00	629579.00	4
11719	2815.00	1617.00	5
11720	11026.00	6558.00	5
11721	212085.00	187661.00	1
11722	29919.00	26941.00	5
11724	29775.00	19200.00	5
11726	8654.00	5722.00	5
11727	354141.00	240999.00	1
11729	85950.00	81168.00	5
11731	164284.00	151063.00	1
11732	38748.00	34371.00	5
11733	103592.00	74310.00	5
11735	66398.00	46250.00	5
11736	101563.00	36030.00	5
11737	2587703.00	1955625.25	2
11738	18544.00	16693.00	5
11739	1178166.00	1010137.00	4
11740	69967.00	25691.00	5
11741	177.00	26.00	5
11742	213.00	19.00	5
11743	3150817.00	2271139.00	3
11744	142954.00	105929.00	5
11745	79902.00	57372.00	5
11746	97524.00	83139.00	5
11747	96694.00	67676.00	5
11748	96506.00	32040.00	5
11749	30120.00	5312.00	5
11750	3409807.00	2452921.00	3
11751	345036.00	209768.00	1
11752	2241.00	1083.00	5
11753	176411.00	140322.00	1
11754	99096.00	55511.00	5
11755	118618.00	97240.00	5
11756	106851.00	81501.00	5
11757	558910.00	375941.00	1
11758	121567.00	17046.00	5
11759	149572.00	110563.00	5
11760	107477.95	59455.49	5
11761	6720.00	6153.00	5
11762	283763.00	187973.00	1
11763	250975.00	178180.00	1
11764	1587502.00	1192687.00	2
11765	91959.00	51452.00	5
11766	41709.00	30570.00	5
11767	990.00	238.00	5
11768	5788.00	4169.00	5
11769	148169.88	90091.79	5
11770	10575.00	6706.00	5
11771	1186887.00	932070.00	4
11772	28371.00	21601.00	5
11773	253287.00	6829.00	5
11774	19534.00	14867.00	5
11775	34049.00	29488.00	5
11776	139626.00	99439.00	5
11777	388397.00	336541.00	1
11778	3469989.00	1845007.00	3
11779	175104.00	141060.00	1
11780	354.31	138.86	5
11781	111745.00	71205.00	5
11782	22365.00	15710.00	5
11783	2691445.00	1794895.00	2
11784	2211479.00	1512109.00	2
11785	107641.00	34686.00	5
11786	98751.00	76180.00	5
11787	99335.00	80484.00	5
11788	8853.00	486.00	5
11789	465.00	124.00	5
11790	1345.00	479.00	5
11791	3292695.00	2461000.00	3
11792	4851.00	2506.00	5
11793	1594211.00	1267407.00	2
11794	20573.00	3388.00	5
11795	61432.00	11752.00	5
11797	-88248.79	2475.80	5
11798	148.00	19.00	5
11799	46199.00	30158.00	5
11800	1211.00	251.00	5
11801	6445.00	359.00	5
11802	123825.00	92632.00	5
11803	38036.00	11847.00	5
11804	154195.00	105147.00	5
11806	21969.00	21001.00	5
11807	236151.00	198782.00	1
11808	514489.00	283760.00	1
11809	17101.00	15687.00	5
11810	93130.00	66559.00	5
11811	1633.00	910.00	5
11812	11217.00	10032.00	5
11813	7381.00	4520.00	5
11814	72841.00	61534.00	5
11815	21903.00	1251.00	5
11816	2245024.00	1483042.00	2
11817	617491.00	514114.00	1
11818	841624.00	804756.00	4
11819	702227.00	486803.00	1
11820	5713.00	285.00	5
11821	21100.00	16070.00	5
11822	290175.00	273653.00	1
11824	975456.00	708096.00	4
11825	420766.00	72706.00	1
11826	2114932.00	1431069.00	2
11827	23759.00	21018.00	5
11828	66833.00	24233.00	5
11829	184861.00	66895.00	5
11830	10228.00	7651.00	5
11831	150444.00	97048.00	5
11832	3606.00	2647.00	5
11834	8724.00	3056.00	5
11835	2318175.00	1525326.00	2
11836	2133774.00	1525751.00	2
11837	10100.00	5799.00	5
11839	21328.00	8462.00	5
11840	576834.00	487738.00	1
11841	1553.00	539.00	5
11842	1240332.00	668882.00	4
11843	807.00	31.00	5
11844	8220.00	6289.00	5
11845	266908.00	225664.00	1
11846	25134.69	22223.96	5
11847	327179.00	230447.00	1
11848	379088.00	244727.00	1
11849	15267.00	9186.00	5
11850	60628.00	29839.00	5
11851	184913.00	142262.00	1
11852	67046.00	56016.00	5
11853	191519.00	88077.00	5
11854	608.38	102.45	5
11855	9504.00	5493.00	5
11856	3679.00	2595.00	5
11858	98376.00	65450.00	5
11859	103141.00	79659.00	5
11860	223066.00	172482.00	1
11861	2238502.00	108892.00	4
11862	73841.00	56733.00	5
11863	471511.00	324614.00	1
11864	51747.00	41639.00	5
11865	1834894.00	1719779.00	2
11866	1674.00	627.00	5
11867	140437.00	129154.00	5
11868	2133715.00	1762681.00	2
11869	18680.00	14338.00	5
11870	3067107.00	2473782.00	3
11871	146876.00	113137.00	5
11872	12150.00	10318.00	5
11873	106140.00	101166.00	5
11874	9085.00	6684.00	5
11875	125088.00	92747.00	5
11876	5810.00	4218.00	5
11877	4426.00	2798.00	5
11878	1324590.00	908091.00	4
11880	89036.00	65604.00	5
11881	83670.00	64427.00	5
11883	2526.00	1818.00	5
11884	493202.00	416303.00	1
11885	49559.00	7557.00	5
11886	1943.00	1267.00	5
11888	310677.00	208146.00	1
11889	74669.00	42207.00	5
11890	8216.00	6914.00	5
11891	13299.00	1767.00	5
11892	56642.40	52845.81	5
11893	23139.00	21764.00	5
11894	11983.00	9190.00	5
11895	3156436.00	2682721.00	3
11896	31914.09	21250.92	5
11897	95538.00	54512.00	5
11898	652067.00	438191.00	1
11899	248784.00	170421.00	1
11901	13878.00	9720.00	5
11902	1037833.00	792608.00	4
11903	17337.00	2335.00	5
11904	3475860.00	2481420.00	3
11905	9201.00	7005.00	5
11906	9718.00	6413.00	5
11907	2124.00	1552.00	5
11908	963184.00	718594.00	4
11910	14135.75	1841.64	5
11911	135907.00	76062.00	5
11912	1592.00	531.00	5
11913	257195.00	89100.00	1
11914	23475.00	5033.00	5
11915	84554.18	65407.82	5
11916	747265.00	714555.00	4
11917	275744.09	208586.27	1
11918	2761.00	1970.00	5
