id	vehicle_type	sex_of_driver	age_of_driver	engine_capacity_(cc)	age_of_vehicle
274177	19	1	30	2402	8
274178	9	2	36	1299	13
274180	9	2	35	973	16
274181	9	1	45	1124	11
274182	9	1	28	1242	2
274184	11	1	48	9360	7
274185	11	1	48	9360	7
274186	9	2	47	2400	2
274187	9	2	47	2400	2
274189	11	1	25	4500	4
274190	9	2	60	1994	16
274193	9	2	27	1598	10
274194	9	2	20	998	5
274195	9	2	30	1582	5
274196	4	1	41	636	12
274198	11	1	58	5883	13
274199	11	1	58	5883	13
274200	9	1	75	1587	9
274201	9	1	75	1587	9
274203	20	1	39	4461	5
274204	9	1	20	1389	10
274207	9	2	39	1386	5
274208	9	2	65	1587	14
274210	9	2	42	1769	10
274211	9	2	22	1242	1
274212	9	1	22	1398	4
274213	4	1	48	1150	3
274214	9	1	68	1997	3
274216	9	1	33	1598	8
274217	9	2	25	2000	6
274218	9	1	22	1229	4
274219	9	1	53	1360	3
274220	9	1	30	2148	6
274221	9	1	57	1398	1
274222	9	1	57	1398	1
274223	9	1	22	1388	12
274224	9	1	55	1796	10
274225	9	2	31	1560	4
274226	9	2	59	995	7
274227	11	1	50	4500	4
274228	9	1	44	1798	13
274229	9	2	26	1360	15
274231	4	1	31	599	13
274232	9	1	50	1364	7
274234	9	2	32	2495	12
274235	9	1	66	1396	5
274236	19	1	75	1968	8
274238	9	2	48	1229	3
274239	9	2	57	1988	12
274240	9	1	51	1798	11
274241	9	2	30	1598	2
274242	8	1	38	2499	8
274245	9	2	52	1968	4
274246	19	1	31	2198	1
274247	9	1	45	1242	11
274248	9	2	27	1396	18
274249	9	2	39	1360	6
274250	9	2	18	1108	11
274251	3	1	26	100	14
274252	9	1	32	995	4
274253	9	1	73	1798	8
274254	11	1	51	9360	4
274255	9	2	35	1910	7
274256	9	2	35	1910	7
274258	9	2	55	1560	1
274260	9	2	24	1560	8
274261	9	1	65	1497	10
274263	9	1	21	1198	4
274264	3	1	34	125	5
274265	9	1	49	1586	9
274266	9	1	29	1197	4
274267	4	1	48	647	13
274269	19	1	58	1248	9
274271	9	1	43	1598	1
274272	19	1	54	2198	1
274275	9	1	66	1600	17
274276	9	1	18	1396	13
274277	4	1	23	599	15
274278	9	1	57	1598	8
274280	9	2	22	998	11
274282	21	1	59	12130	11
274283	19	1	40	2286	10
274284	9	2	35	1242	16
274285	11	1	46	9360	7
274286	9	2	48	2179	6
274287	9	2	47	1968	5
274288	9	1	25	1598	13
274289	9	2	20	1242	5
274290	9	2	18	1108	9
274291	9	2	18	1108	9
274294	19	1	35	1560	1
274295	11	1	44	7300	9
274296	19	1	41	1560	3
274298	9	1	47	1560	6
274299	9	1	50	1995	2
274300	9	1	41	899	1
274301	8	1	26	1997	1
274302	4	1	23	749	2
274304	9	1	63	1197	3
274305	9	1	63	1197	3
274306	9	1	65	1390	1
274307	9	1	54	1390	6
274308	11	1	37	7300	2
274309	9	1	49	1956	4
274310	9	1	20	1199	13
274311	9	1	20	1199	13
274312	9	1	42	1299	12
274313	11	1	51	9360	7
274314	4	1	46	500	24
274317	9	1	53	1910	6
274321	9	1	56	1896	11
274322	9	2	37	1598	6
274324	11	1	48	9360	7
274325	11	1	48	9360	7
274328	9	1	38	1398	1
274329	19	1	47	2198	5
274330	9	1	35	1896	11
274331	9	2	28	1984	8
274332	9	1	19	1199	11
274333	9	2	48	1461	1
274334	9	2	26	1149	7
274335	9	1	33	1800	15
274336	9	2	27	1461	5
274337	4	1	20	660	12
274338	9	1	22	2148	10
274339	9	1	44	1988	13
274340	9	1	44	1988	13
274341	9	1	42	1968	4
274342	19	1	39	2198	8
274343	4	1	62	680	9
274344	9	1	27	1998	11
274345	9	1	45	1968	3
274346	9	1	22	1198	8
274348	9	1	64	1399	6
274349	9	1	53	2204	9
274350	9	2	45	1753	9
274351	9	1	52	3456	3
274352	4	1	61	471	1
274353	3	2	45	125	1
274357	9	1	55	2290	9
274358	9	2	51	2401	12
274359	9	2	51	2401	12
274360	9	2	51	2401	12
274362	3	1	18	124	5
274363	9	1	22	1149	5
274364	4	2	53	599	15
274365	9	2	32	1398	8
274367	9	2	41	1240	6
274368	9	1	21	1560	5
274369	19	1	35	1753	7
274370	9	1	36	1248	3
274371	21	1	47	9200	11
274373	9	1	26	1229	8
274375	9	2	36	1596	9
274376	9	2	56	1598	4
274377	9	2	30	1086	11
274379	9	2	52	1560	1
274380	9	1	39	1339	11
274381	11	1	54	8268	14
274383	9	2	31	1781	14
274385	9	2	44	1582	4
274389	9	1	20	1229	3
274390	9	2	49	1896	10
274391	9	1	45	1598	1
274392	19	1	51	1753	2
274397	9	2	53	1229	9
274400	9	1	34	2148	8
274401	21	1	55	10837	1
274402	20	1	43	4580	2
274403	20	1	43	4580	2
274404	19	2	22	1560	1
274405	19	2	22	1560	1
274406	90	1	38	5880	11
274407	21	1	24	12902	1
274408	9	2	78	998	9
274409	19	1	27	2198	3
274410	9	1	20	1398	12
274412	9	1	35	1560	1
274414	9	1	53	1596	8
274415	9	2	35	1998	12
274416	9	1	35	1896	5
274417	9	1	52	1248	3
274418	9	2	66	1560	6
274426	9	1	21	1590	10
274429	9	2	27	999	12
274430	9	2	27	999	12
274431	9	1	40	1910	11
274434	9	2	81	1390	11
274436	9	1	36	2460	11
274437	9	2	54	1242	9
274439	9	1	17	1199	12
274440	9	1	17	1199	12
274441	9	1	31	1198	6
274442	9	1	29	1149	9
274445	8	1	49	2143	1
274446	9	1	74	1997	1
274447	9	1	74	1997	1
274448	9	1	62	1995	2
274449	9	1	50	2993	2
274452	9	2	52	1798	2
274456	19	1	32	2198	3
274457	9	1	44	1968	1
274458	4	1	43	1157	7
274459	11	1	24	9360	8
274460	8	1	44	1997	12
274461	19	1	26	2402	10
274462	9	1	43	998	10
274464	9	2	35	1896	5
274465	9	2	33	1198	12
274466	19	1	30	2198	1
274467	11	2	18	8300	11
274468	9	1	19	1388	12
274469	9	1	51	2979	13
274470	9	1	25	1596	9
274471	9	2	32	1598	10
274473	9	1	16	1956	6
274474	9	1	44	1149	4
274475	9	1	59	1968	5
274478	11	1	52	9360	6
274480	9	2	22	999	3
274481	9	2	62	1198	10
274482	9	1	20	1390	14
274486	9	2	68	1248	5
274487	9	2	68	1248	5
274492	9	1	59	2967	2
274493	9	1	59	2967	2
274494	9	1	59	2967	2
274495	9	1	59	2967	2
274496	19	1	51	1753	12
274497	9	1	19	1870	10
274498	19	1	71	2494	8
274499	9	1	45	1560	10
274500	9	2	30	998	1
274501	9	1	25	1686	10
274502	9	2	66	1995	5
274503	9	1	34	2521	5
274504	9	1	52	1956	3
274505	9	2	49	2993	10
274506	4	1	26	645	3
274507	9	2	48	1364	7
274508	9	2	48	1364	7
274509	9	2	53	998	6
274512	9	2	30	1796	11
274513	9	2	43	1398	6
274515	4	1	46	599	18
274516	9	1	21	998	1
274517	19	1	27	2402	8
274519	9	2	38	1896	11
274520	9	2	62	1388	12
274522	19	2	60	1248	8
274523	9	2	39	999	16
274524	8	1	46	2499	4
274526	9	1	50	1398	4
274527	9	1	58	1349	4
274528	9	2	71	1086	7
274530	9	1	24	1598	6
274531	4	1	51	599	14
274532	9	2	44	1895	16
274535	9	1	40	1242	10
274537	4	1	82	650	28
274538	9	1	37	1328	11
274541	9	1	58	1968	3
274542	11	1	42	5132	1
274543	9	2	41	1229	7
274544	9	1	18	1229	5
274545	9	2	49	1229	3
274546	9	1	43	1896	8
274548	9	2	27	1686	3
274550	9	1	25	1396	15
274551	9	1	25	1396	15
274552	9	2	42	2497	8
274553	9	1	27	1149	11
274554	9	1	43	1360	8
274555	11	1	49	4760	2
274556	9	1	22	1362	4
274560	21	1	48	12419	4
274561	9	2	42	875	3
274562	9	2	43	1242	5
274563	9	1	45	1198	10
274564	9	2	28	1597	8
274565	9	1	47	1198	3
274566	9	1	58	1599	10
274567	3	1	48	125	11
274568	9	1	43	1896	8
274570	9	1	22	1198	10
274571	9	2	26	1587	11
274572	9	1	33	1398	12
274573	9	1	33	1398	12
274575	11	1	30	7300	9
274576	9	1	26	1242	15
274578	3	1	17	124	9
274579	9	2	53	1998	11
274581	9	1	28	1896	18
274583	9	1	63	1339	7
274585	9	1	54	1248	6
274586	90	1	49	13	3
274587	9	1	38	1753	7
274588	9	2	23	998	4
274589	9	2	23	998	4
274590	11	1	58	9360	7
274591	9	1	18	1149	7
274595	9	2	43	1390	4
274596	9	2	33	1242	3
274597	9	1	63	1560	6
274603	11	1	53	7300	2
274605	9	2	46	1124	11
274609	9	2	60	2720	10
274610	9	1	48	1749	12
274611	19	1	39	2198	6
274613	9	2	43	1229	4
274615	4	1	47	749	1
274616	9	1	42	1598	1
274617	9	1	44	1560	1
274618	9	2	54	1149	4
274619	9	1	43	2231	7
274620	9	2	39	998	4
274621	9	1	34	1984	18
274623	11	1	53	7300	10
274624	2	1	16	49	5
274625	3	1	45	124	15
274626	9	2	62	1343	11
274627	9	1	46	1986	7
274629	11	1	40	9360	7
274630	9	1	30	1753	11
274632	9	1	65	1995	1
274633	9	1	65	1995	1
274634	9	1	50	1422	14
274636	9	2	66	1240	11
274637	9	2	79	1398	5
274639	11	1	47	4760	1
274641	9	1	38	2268	4
274643	9	2	41	1397	16
274646	9	2	66	996	2
274647	9	2	66	996	2
274648	9	2	66	996	2
274649	9	1	44	1999	13
274653	20	1	78	4250	9
274654	19	1	30	2151	11
274656	9	1	27	1242	10
274657	9	2	64	1229	10
274658	9	1	48	998	2
274659	9	1	57	1560	6
274660	11	1	60	9360	6
274661	11	1	60	9360	6
274662	11	1	60	9360	6
274663	9	1	83	2792	19
274665	9	2	45	973	13
274666	4	1	36	599	12
274667	9	1	26	1998	15
274668	9	1	19	1240	12
274671	3	1	30	125	2
274672	9	1	46	1396	6
274673	9	2	21	1368	5
274674	9	1	28	1399	8
274676	3	2	31	125	7
274679	9	1	23	1598	5
274681	9	1	68	1598	13
274683	9	2	37	998	2
274684	9	1	54	1299	10
274685	9	1	53	1598	2
274686	9	1	40	1229	3
274687	9	1	40	1229	3
274688	9	1	40	1229	3
274689	9	1	40	1229	3
274691	9	1	43	1396	10
274692	11	1	56	4500	4
274693	11	1	56	4500	4
274696	9	1	27	1995	9
274697	11	1	57	4250	11
274699	9	1	63	1229	4
274700	10	2	39	2402	4
274701	9	2	33	1596	9
274703	11	1	35	8268	14
274704	9	1	23	1753	13
274705	9	2	30	875	1
274706	9	1	70	1386	7
274707	9	2	66	1198	5
274710	9	1	63	1598	7
274711	19	1	45	1968	1
274712	9	1	23	1598	14
274713	9	1	23	1598	14
274716	8	1	44	1997	2
274717	9	2	54	1149	5
274720	9	1	50	1248	4
274721	9	1	53	1596	8
274724	9	1	41	1600	17
274725	9	2	24	1560	6
274726	9	2	31	1598	10
274727	9	2	32	1299	19
274729	9	1	20	1398	14
274730	9	1	20	1398	14
274731	9	1	30	1498	18
274732	9	1	43	1896	13
274733	9	2	40	1242	6
274734	9	1	22	1595	5
274735	19	1	30	1560	4
274737	9	2	42	1390	5
274738	9	1	30	1596	4
274741	9	1	54	1968	1
274742	8	1	53	2499	4
274743	9	1	21	1988	11
274744	9	2	28	1240	7
274745	9	2	28	1229	4
274746	9	1	47	1896	9
274747	9	2	25	1242	5
274748	9	2	67	1422	7
274749	9	2	67	1422	7
274752	9	1	33	1910	7
274753	9	2	32	1598	4
274754	9	2	32	1598	4
274755	9	2	32	1598	4
274759	9	2	41	999	5
274760	9	1	75	1997	6
274761	9	2	29	1242	6
274762	9	2	29	1596	10
274763	3	1	59	125	7
274764	19	1	49	1753	9
274767	9	2	23	1390	3
274768	9	1	40	1999	8
274769	9	1	40	1999	8
274770	9	2	45	1242	1
274771	9	2	45	1242	1
274772	9	2	45	1242	1
274773	9	2	34	1339	4
274774	19	1	57	2143	1
274775	9	2	40	1149	11
274776	9	1	25	1349	2
274777	19	1	40	1248	10
274779	9	1	55	1339	10
274780	9	2	27	1229	2
274782	19	1	27	1997	11
274784	9	1	50	1242	2
274785	9	1	68	4000	19
274789	9	1	27	1399	10
274790	4	1	57	998	14
274791	9	1	19	998	2
274792	9	1	25	1796	11
274793	9	2	20	1329	5
274796	9	1	47	1796	8
274797	9	1	47	1796	8
274798	9	1	47	1796	8
274799	9	1	93	1995	5
274800	9	1	93	1995	5
274801	9	1	42	2902	11
274803	11	1	47	9360	8
274804	9	2	60	1998	11
274805	9	1	33	1560	5
274806	9	2	43	1598	9
274807	9	2	28	1398	12
274808	9	2	48	1390	3
274809	9	1	33	2521	9
274811	9	2	39	1796	11
274812	9	2	21	1198	6
274813	9	1	67	3696	3
274814	19	1	56	1461	3
274815	9	1	48	1560	1
274816	9	2	54	1598	14
274817	19	1	32	1399	9
274820	4	1	36	636	2
274821	9	1	52	1998	11
274822	9	2	30	1360	13
274823	19	1	51	2300	11
274824	9	1	51	1240	10
274825	19	2	24	2402	4
274826	19	2	24	2402	4
274827	9	2	31	998	10
274828	9	2	35	1198	5
274829	9	1	44	1587	16
274830	9	2	80	1198	8
274832	19	1	44	1995	3
274833	11	1	48	9000	8
274837	9	1	74	1598	4
274838	19	1	28	2143	1
274839	9	1	49	1124	15
274840	9	1	27	1493	5
274841	21	1	44	12777	3
274842	9	1	20	1595	16
274843	9	2	47	1910	7
274844	9	1	29	1685	2
274845	9	1	29	1685	2
274846	9	1	20	1598	3
274847	9	1	26	1242	2
274850	9	1	74	1461	1
274852	9	1	76	1896	13
274853	9	2	42	1364	7
274854	21	1	60	10518	6
274855	9	1	70	1905	21
274856	9	1	24	998	2
274858	9	2	40	1461	9
274861	9	2	36	1596	11
274863	3	1	21	124	4
274864	9	2	39	1896	7
274865	9	1	50	1242	15
274866	9	2	32	1598	5
274867	9	1	31	1390	3
274868	9	1	39	1598	4
274869	9	1	17	1199	14
274871	9	2	20	1200	1
274873	19	1	67	1998	13
274874	9	2	53	1686	1
274875	9	1	48	1685	3
274876	9	2	30	1968	2
274877	9	2	54	1386	7
274878	9	2	86	1598	18
274882	9	1	26	1397	14
274883	9	1	32	1598	9
274885	9	2	44	1968	6
274886	9	1	52	1599	11
274887	9	1	52	1599	11
274888	4	2	36	471	1
274889	9	2	49	2993	6
274891	9	1	31	998	7
274892	9	1	22	1229	2
274893	9	1	22	1229	2
274896	11	1	55	9000	11
274897	9	2	50	1686	2
274898	9	2	50	1686	2
274900	9	1	50	1198	1
274901	9	1	48	1896	8
274903	9	1	18	1368	6
274904	9	2	41	1399	4
274905	9	2	41	1399	4
274906	4	1	70	1157	11
274907	9	2	56	2179	3
274909	9	1	31	1242	1
274910	9	1	48	1896	7
274914	3	1	17	124	2
274915	9	2	18	1364	6
274916	9	2	18	1364	6
274917	9	2	86	1994	5
274918	9	2	55	1497	11
274919	9	1	48	1598	1
274920	9	2	41	2494	9
274921	9	1	28	1868	14
274925	9	2	26	998	15
274928	19	1	36	2151	11
274929	9	1	25	1596	5
274933	19	1	50	2402	13
274934	4	1	54	645	14
274935	9	2	76	1590	10
274937	19	1	23	2143	1
274938	19	1	24	1686	12
274939	19	1	24	1686	12
274940	9	1	44	1560	5
274941	9	1	44	1560	5
274942	9	1	44	1560	5
274945	9	1	33	1968	7
274946	9	1	17	1242	8
274947	19	1	44	1870	13
274948	9	2	56	1299	10
274950	9	1	48	1783	11
274951	9	2	55	1796	12
274952	9	1	26	1598	2
274953	9	2	22	1390	10
274954	9	1	54	1598	1
274955	9	2	31	1968	5
274956	9	2	68	1598	4
274957	9	1	49	1398	1
274960	9	2	49	1598	1
274961	9	1	33	2231	9
274963	11	1	30	9360	7
274964	9	1	17	1229	11
274969	9	2	18	1242	1
274970	9	2	20	1206	6
274972	4	1	28	750	4
274973	9	1	29	1596	5
274978	4	1	47	998	8
274979	9	1	40	1388	11
274980	4	1	21	645	1
274981	19	1	50	2464	7
274982	9	2	37	1461	6
274983	9	2	79	1198	5
274985	9	2	45	1242	6
274986	9	1	45	1242	7
274989	9	1	27	2996	9
274990	19	1	31	1560	4
274991	9	1	33	1596	13
274992	9	1	33	1596	13
274993	9	2	34	1896	13
274995	9	1	65	1390	8
274996	9	1	20	998	3
274997	9	1	20	998	3
274999	9	2	76	1560	7
275001	19	1	27	2198	1
275002	9	1	44	1598	12
275004	9	2	33	1596	9
275005	9	2	36	1968	11
275006	9	1	67	1796	7
275007	9	1	38	2993	2
275008	9	1	27	1997	4
275009	19	1	55	1461	4
275010	9	1	28	1956	4
275011	9	1	24	1124	6
275012	9	2	36	1560	8
275014	11	1	36	7300	11
275015	19	1	20	2477	5
275016	9	2	42	1896	7
275019	9	2	46	1198	7
275020	9	1	51	4367	2
275021	9	2	33	1984	9
275022	19	1	54	1560	8
275023	9	1	46	1598	2
275026	9	1	35	1497	12
275027	9	2	46	1490	8
275028	9	2	46	1490	8
275033	9	1	26	1248	11
275034	9	1	26	1248	11
275035	9	1	26	1248	11
275036	9	1	32	1198	7
275040	9	1	26	1364	5
275041	9	1	68	1332	16
275043	9	2	52	1598	5
275044	9	2	41	1685	2
275046	19	1	54	2998	3
275047	9	1	50	1560	1
275049	9	1	63	1242	7
275051	9	1	17	1198	1
275052	9	1	54	1390	11
275053	19	1	27	2198	7
275055	9	1	44	1598	3
275056	9	1	29	1591	1
275057	9	1	29	1591	1
275059	9	1	58	1560	2
275061	11	1	61	9360	6
275062	19	1	22	2198	1
275063	19	1	22	2198	1
275064	9	2	21	998	13
275066	9	2	29	1242	6
275067	9	1	44	1956	2
275068	4	1	25	645	8
275069	9	2	26	1242	1
275070	9	1	57	1896	6
275071	9	2	18	1242	8
275072	9	2	27	1587	13
275074	9	2	44	1197	1
275075	9	2	44	1197	1
275076	9	2	44	1197	1
275077	9	1	47	1686	2
275078	9	1	31	1323	13
275079	9	2	29	1229	5
275080	9	1	37	1461	3
275081	9	2	47	1197	1
275082	19	1	56	1753	13
275084	9	1	19	1198	4
275085	9	1	59	1240	5
275086	9	1	45	1995	11
275087	9	1	72	1596	9
275090	11	1	43	9000	8
275091	11	1	43	9000	8
275092	9	1	54	1997	1
275093	11	1	47	9360	6
275094	11	1	47	9360	6
275095	9	2	30	1461	10
275097	8	1	41	2143	1
275098	9	1	28	1796	11
275099	9	1	27	1229	10
275100	9	1	27	1229	10
275101	9	1	53	1956	4
275102	9	1	45	1598	3
275103	9	2	47	1397	12
275104	9	1	43	1339	10
275107	9	2	52	1398	1
275108	9	2	52	1398	1
275109	9	2	25	998	2
275110	9	1	25	1598	9
275111	9	2	38	1242	2
275112	9	2	38	1242	2
275113	9	2	38	1242	2
275116	11	1	32	7300	10
275117	19	1	29	2198	1
275120	9	1	85	1910	10
275122	11	1	52	9360	8
275123	11	1	52	9360	8
275126	9	1	58	1997	2
275127	9	2	32	1598	8
275128	9	1	60	1598	3
275129	9	1	60	1598	3
275130	9	1	23	1149	8
275131	9	1	23	1149	8
275132	9	2	51	1998	4
275133	9	1	18	1242	12
275134	11	1	48	7300	9
275135	19	1	24	2143	2
275136	9	2	26	1229	4
275137	9	2	35	1248	4
275139	9	2	36	1399	6
275142	9	1	17	998	14
275143	9	1	17	998	14
275144	9	1	80	2204	7
275145	9	1	36	1364	9
275146	11	1	65	7300	3
275147	19	1	49	1995	1
275148	19	1	49	1995	1
275149	19	1	49	1995	1
275150	9	2	22	1242	9
275151	9	2	22	1242	9
275152	9	2	22	1242	9
275153	9	2	47	1599	11
275154	9	2	47	1599	11
275155	9	1	26	1769	10
275156	9	1	36	1242	9
275157	9	2	21	1124	9
275158	9	2	21	1124	9
275159	9	1	47	1995	11
275160	9	1	71	1998	2
275161	9	1	52	1796	12
275162	9	1	62	1597	1
275163	9	1	36	1591	3
275164	9	2	35	1498	15
275165	9	2	35	1498	15
275167	9	2	31	998	8
275168	9	1	48	1896	13
275169	9	2	33	1598	1
275170	9	2	28	998	6
275172	90	1	59	2999	3
275173	9	2	20	1240	12
275174	9	1	58	1598	13
275178	9	1	23	1198	9
275179	4	1	25	748	10
275180	9	1	33	2979	10
275181	9	2	47	998	18
275182	9	2	47	998	18
275186	9	1	42	1388	3
275187	9	1	42	1388	3
275188	9	1	42	1388	3
275189	9	1	40	2494	1
275190	9	1	60	1951	13
275191	9	1	20	1587	13
275192	9	1	30	1997	10
275194	11	1	50	9360	4
275195	11	1	50	9360	4
275196	9	2	82	1598	7
275197	9	1	31	1108	13
275199	9	2	32	1599	11
275200	9	2	18	1242	5
275201	11	1	51	7300	9
275203	4	1	26	600	13
275204	11	1	55	7300	9
275207	11	1	63	4461	1
275210	19	1	50	2477	4
275211	19	1	35	2143	1
275212	9	2	49	1242	8
275213	9	2	46	1900	17
275215	2	1	32	49	2
275216	9	2	42	1229	1
275222	21	1	59	5880	9
275224	9	2	33	1596	7
275225	9	1	45	1986	8
275226	9	1	62	1229	3
275227	9	1	29	1596	12
275228	9	2	18	1596	9
275229	9	2	21	1198	11
275230	9	2	24	1390	11
275231	9	1	26	1796	5
275232	9	1	26	1796	5
275233	9	1	48	1995	10
275234	9	1	48	1995	10
275235	90	1	38	7146	5
275237	9	1	32	1995	9
275241	9	1	45	1598	3
275242	4	1	45	398	24
275243	19	1	22	2402	10
275244	8	1	33	2402	10
275245	9	1	58	1998	8
275247	9	1	26	2261	11
275248	9	2	24	1229	5
275249	3	1	67	125	12
275250	9	2	36	1997	7
275251	9	2	35	1246	9
275252	9	1	81	1360	12
275253	3	1	23	49	9
275254	9	1	39	2188	10
275256	9	2	41	1598	9
275257	9	2	41	1598	9
275258	9	1	38	1870	11
275259	21	1	48	9290	2
275260	11	1	28	9360	4
275262	9	2	55	1364	5
275263	19	1	38	2402	6
275265	9	1	80	1560	2
275267	9	1	71	1388	3
275268	9	1	52	1997	9
275269	9	1	22	1242	12
275271	11	1	49	7300	4
275273	9	1	34	1461	3
275274	9	2	44	1769	14
275275	21	1	64	11021	9
275276	9	1	48	1800	9
275277	9	1	39	1685	2
275280	9	2	38	1999	9
275281	20	1	54	1968	1
275282	19	1	59	1399	7
275283	19	1	59	1399	7
275284	19	1	41	1753	4
275285	9	1	58	1794	13
275286	9	2	40	1242	2
275287	9	2	49	1598	9
275289	8	1	63	2499	6
275290	3	1	26	125	1
275291	9	1	70	2231	6
275292	11	1	54	4500	4
275293	3	1	25	124	5
275294	9	1	19	1686	9
275295	9	1	19	1686	9
275296	9	1	33	998	3
275297	9	2	29	1560	11
275300	9	1	44	1910	7
275303	9	1	20	1149	4
275304	9	2	39	1598	9
275305	9	1	59	998	1
275307	19	1	20	2143	3
275308	9	2	28	1242	9
275309	4	1	27	806	1
275310	9	2	29	998	6
275311	9	2	29	998	6
275312	9	1	27	1198	9
275314	9	2	47	1896	13
275315	9	2	21	1968	2
275316	9	1	65	1997	2
275317	4	1	54	1284	8
275318	9	2	77	1999	14
275320	9	2	32	1598	1
275322	9	2	52	1461	7
275323	9	2	80	1590	21
275324	9	1	19	1590	18
275326	9	1	51	1798	42
275328	19	1	53	2198	1
275329	9	2	61	1197	1
275330	9	1	61	1686	8
275331	9	2	47	1998	8
275332	9	2	47	1998	8
275333	9	1	20	1360	11
275334	3	1	36	108	1
275336	9	1	22	1299	13
275337	9	1	30	1339	7
275339	4	1	25	599	7
275341	20	1	59	2287	2
275342	9	2	32	1598	10
275343	9	1	46	1582	3
275344	9	1	35	1968	3
275346	9	1	52	1796	12
275347	9	1	26	1998	8
275348	9	1	26	1998	8
275349	9	1	51	875	1
275350	9	2	42	1686	4
275351	9	2	42	1686	4
275352	9	1	43	1794	9
275356	11	2	47	7300	2
275357	11	1	49	7300	9
275358	9	1	52	1998	10
275359	9	2	41	1242	5
275361	11	1	50	5132	1
275362	98	1	51	2198	2
275363	21	1	52	12900	3
275364	9	1	32	1798	8
275365	9	2	31	1229	2
275366	19	1	36	2143	1
275369	9	1	54	1598	1
275370	9	2	21	1229	4
275371	8	1	48	2499	4
275373	9	1	61	1339	13
275374	9	2	60	2521	12
275375	9	1	39	1582	3
275377	19	1	42	1870	10
275378	9	2	18	1229	1
275379	9	2	54	1560	4
275380	9	2	23	2000	11
275382	9	1	41	1769	11
275388	9	2	54	1199	14
275390	9	1	27	1199	11
275392	9	1	23	1399	5
275394	9	1	24	998	11
275395	9	1	59	2902	6
275396	9	1	49	1596	13
275398	9	1	32	1598	9
275401	9	2	44	1769	13
275404	9	2	46	1199	12
275406	9	1	77	1108	6
275407	9	1	45	1999	9
275409	9	1	47	1560	4
275411	9	2	23	1149	12
275412	9	1	63	1995	3
275414	9	2	29	1396	1
275415	9	1	28	1596	6
275416	9	1	23	1461	11
275419	9	1	29	1199	13
275420	9	2	41	1242	8
275427	9	1	39	1896	6
275428	19	1	21	1461	2
275429	4	1	47	955	13
275430	19	1	34	1870	12
275431	9	1	55	1997	13
275432	19	1	32	2143	2
275435	9	1	67	1956	2
275438	9	2	62	1349	1
275441	9	2	39	1590	8
275442	9	2	32	1686	9
275443	19	1	55	2198	8
275444	19	1	34	2198	3
275445	19	1	34	2198	3
275446	9	2	47	1834	15
275447	11	1	52	4461	1
275449	9	1	30	1422	14
275450	9	2	31	998	4
275451	9	2	38	1598	4
275452	9	1	34	2979	1
275453	3	1	47	125	8
275454	9	1	32	1999	12
275455	9	2	29	1461	3
275456	9	1	31	1968	8
275457	9	1	35	1685	2
275458	9	2	44	1328	14
275459	9	1	26	2148	7
275461	9	2	58	1598	4
275462	17	1	22	6788	7
275463	19	1	50	1248	9
275464	9	1	44	1389	14
275465	3	2	27	124	2
275466	9	1	41	1360	15
275467	9	2	39	1998	7
275468	9	2	39	1998	7
275469	9	1	19	1390	8
275470	9	1	54	1796	14
275472	9	2	54	1796	9
275473	8	1	52	2143	2
275474	8	1	52	2143	2
275475	8	1	52	2143	2
275477	19	1	49	2148	8
275478	4	1	53	748	28
275479	9	2	72	998	15
275480	9	2	85	1289	18
275481	9	1	34	1587	13
275483	9	1	37	1956	5
275485	9	1	52	2295	14
275486	19	1	63	2198	3
275487	9	1	30	1796	11
275488	9	1	60	1242	4
275489	9	2	22	1229	5
275491	9	1	32	1686	2
275494	9	1	22	1995	5
275496	9	2	56	1339	4
275497	9	1	28	1995	3
275498	9	1	28	1995	3
275499	9	1	28	1995	3
275500	9	1	28	1995	3
275501	9	1	28	1995	3
275502	9	1	28	1995	3
275503	9	1	18	1596	15
275504	9	1	37	1998	8
275505	9	2	45	2902	9
275506	9	1	39	1798	10
275507	19	1	27	1870	14
275508	9	1	64	1398	10
275509	9	1	35	1368	9
275510	9	1	61	1598	1
275511	9	1	32	2457	9
275512	9	1	58	1108	8
275513	9	2	36	1149	13
275515	9	1	63	1870	9
275517	9	1	53	1198	6
275520	9	2	31	1364	8
275521	9	1	18	1229	7
275522	9	1	50	1598	9
275523	9	2	25	1242	1
275524	9	1	44	1598	5
275525	9	1	44	1598	5
275526	9	1	44	1598	5
275527	9	1	44	1598	5
275528	9	1	34	1600	11
275530	9	2	32	1329	3
275531	9	1	29	1390	9
275532	9	1	38	1242	8
275533	9	1	82	1598	4
275536	4	1	32	1000	2
275537	9	2	56	1390	11
275538	9	1	35	1798	7
275539	9	2	53	998	3
275540	9	2	53	998	3
275541	9	2	53	998	3
275542	19	1	27	1598	1
275543	9	1	24	1390	3
275545	11	1	44	4249	1
275546	9	2	21	1984	3
275548	9	1	66	1399	7
275549	9	1	66	1399	7
275550	19	1	22	1560	2
275551	9	2	26	998	4
275552	9	2	26	998	4
275555	9	2	26	1242	3
275556	9	1	18	1149	10
275559	9	1	18	1229	8
275560	9	1	18	1229	8
275561	9	1	18	1229	8
275564	9	1	29	1360	17
275565	9	1	37	1753	6
275566	9	2	18	998	8
275567	9	2	18	998	8
275568	9	1	35	1796	2
275571	9	1	28	1968	6
275572	9	2	26	1108	11
275576	9	1	27	998	6
275577	9	1	41	1998	8
275578	9	1	49	1560	2
275579	9	1	66	1560	9
