id	vehicle_type	sex_of_driver	age_of_driver	engine_capacity_(cc)	age_of_vehicle
29887	9	1	23	1596	15
29888	9	1	23	1596	15
29890	9	2	33	1798	7
29891	9	2	46	1995	6
29892	9	2	46	1995	6
29893	9	1	37	1198	2
29895	9	1	59	1339	8
29896	9	1	23	1798	7
29897	11	1	41	7300	10
29898	9	2	36	1124	11
29900	9	1	53	1598	2
29902	9	1	64	1242	14
29904	9	1	78	1339	4
29905	8	1	33	1997	3
29906	9	1	40	1590	13
29908	5	1	38	599	5
29909	5	1	38	599	5
29910	4	1	50	124	13
29913	19	1	41	1968	3
29915	9	2	34	1997	6
29916	9	2	30	1364	8
29917	9	1	52	1396	5
29918	9	2	22	1364	7
29920	9	1	32	1784	7
29921	9	1	55	2777	8
29922	11	1	60	7300	13
29923	9	2	34	1685	2
29924	9	1	38	1997	2
29925	9	1	43	1598	13
29926	5	1	46	918	19
29927	19	1	61	2198	1
29929	9	1	51	1497	9
29930	9	1	21	1229	6
29931	9	1	23	1124	14
29932	9	1	23	1124	14
29934	9	1	26	2191	1
29935	2	2	29	108	3
29936	9	2	36	2777	7
29937	9	2	22	1598	9
29938	9	2	48	1997	11
29939	9	2	25	1598	1
29940	9	1	26	1595	11
29941	9	1	49	1896	19
29942	9	2	85	1390	3
29944	9	2	48	1598	14
29945	9	2	23	1598	5
29946	11	1	29	4500	4
29947	11	1	29	4500	4
29948	11	1	29	4500	4
29949	11	1	29	4500	4
29950	11	1	29	4500	4
29951	9	2	53	1997	7
29952	3	1	19	125	2
29954	9	1	58	2597	14
29955	9	2	24	1896	12
29957	9	2	24	1598	9
29958	9	2	26	1229	10
29959	9	2	38	1598	10
29960	2	1	17	124	8
29961	9	1	40	1896	10
29962	9	1	75	1590	12
29963	9	1	75	1590	12
29964	9	1	57	1248	5
29965	8	1	46	1995	10
29967	9	2	35	1389	17
29969	9	1	46	2969	7
29971	9	1	40	1242	13
29972	9	1	55	2387	14
29974	3	1	19	124	2
29975	9	2	43	1596	14
29976	9	2	50	1560	5
29979	9	1	22	1596	18
29980	9	1	42	2204	10
29981	9	2	65	1796	12
29983	9	2	28	1299	15
29985	9	1	43	1591	3
29986	9	1	43	1591	3
29987	19	1	25	2402	6
29988	9	1	57	799	5
29989	9	2	32	1198	9
29990	9	2	40	1984	13
29992	9	2	35	1975	8
29993	9	2	43	999	2
29994	9	2	43	999	2
29996	9	1	66	1796	13
29998	3	1	21	125	10
30000	9	2	29	1590	10
30001	9	2	29	1590	10
30002	9	1	60	2987	3
30003	9	2	35	3456	3
30004	2	1	18	124	7
30005	11	1	23	5883	13
30008	9	2	47	998	16
30010	9	1	34	2143	4
30012	9	2	21	1364	7
30013	9	1	33	1896	7
30014	9	1	37	1397	14
30015	9	1	30	1299	17
30016	9	1	35	1598	8
30017	3	1	42	125	4
30018	19	1	36	1968	3
30019	9	2	42	1997	5
30020	9	1	27	1797	6
30021	9	1	47	1998	9
30022	9	2	25	2099	12
30023	11	1	44	4500	4
30027	9	2	26	1229	4
30028	9	2	26	1229	4
30030	19	1	40	2461	12
30031	9	1	56	2143	3
30032	9	1	46	1299	13
30033	3	1	22	125	7
30034	9	1	71	1598	4
30035	9	2	53	2295	12
30036	5	1	22	599	17
30037	9	1	51	1248	5
30038	9	1	51	1248	5
30039	9	1	24	1598	1
30040	9	1	26	1796	14
30041	9	2	45	1400	10
30044	9	2	48	1896	11
30045	9	2	18	875	4
30048	9	2	47	1229	3
30049	9	1	34	1360	12
30052	9	1	31	1598	13
30053	9	1	22	1198	9
30055	9	2	26	1995	8
30056	9	1	25	1149	11
30057	9	1	40	2499	7
30059	19	1	29	1560	1
30061	9	2	65	1598	4
30062	9	2	36	1240	9
30063	9	2	36	2171	13
30064	9	2	20	1240	8
30065	9	2	20	1240	8
30067	9	2	59	1596	3
30068	9	2	59	1596	3
30070	9	1	77	1398	12
30071	9	2	49	1590	14
30072	9	1	39	1397	14
30074	9	2	26	1560	5
30076	9	1	24	2497	13
30080	9	2	46	1343	11
30081	3	1	36	750	9
30082	9	1	29	1984	7
30083	9	1	48	1497	11
30084	9	1	64	1997	11
30086	9	2	29	1198	1
30087	9	2	29	1198	1
30088	9	2	29	1198	1
30089	9	2	28	1598	15
30090	9	2	26	1968	11
30091	9	2	39	1598	3
30092	8	1	42	1797	4
30093	9	2	50	1598	2
30094	9	1	34	1248	7
30095	9	1	22	1781	13
30096	9	1	35	1995	5
30097	9	1	37	2494	15
30098	9	2	53	1796	12
30099	9	2	22	1364	9
30100	9	2	22	1364	9
30101	19	1	42	1753	7
30102	9	2	51	1596	1
30103	9	1	49	1991	8
30106	9	2	51	1195	18
30107	9	2	51	1195	18
30108	9	2	51	1195	18
30109	9	2	51	1195	18
30110	9	2	25	1984	3
30111	9	2	44	1229	5
30112	19	1	36	1968	1
30113	9	2	48	1799	5
30115	9	1	85	1332	18
30116	9	1	36	1242	5
30117	9	1	34	1398	3
30118	11	1	38	4760	2
30119	3	1	32	124	6
30131	9	1	55	2000	18
30132	3	1	29	125	6
30133	9	2	51	1339	7
30134	9	2	32	2996	10
30135	9	2	32	2996	10
30136	9	1	55	1686	4
30138	9	2	66	1796	9
30139	9	2	77	1596	3
30142	9	2	42	1595	7
30143	9	2	42	1595	7
30145	3	1	19	124	6
30146	9	1	24	1598	8
30147	9	2	53	1596	11
30148	19	1	19	2148	10
30150	9	1	21	1389	19
30151	19	1	25	1753	7
30152	9	2	43	1598	8
30153	9	1	58	1997	13
30154	9	2	30	1240	12
30155	9	1	32	1753	7
30156	9	2	18	1242	12
30157	9	2	18	1242	12
30158	9	2	18	1242	12
30159	9	1	22	1598	2
30161	9	2	44	1997	2
30162	9	1	40	1910	7
30163	19	1	50	2148	7
30164	9	1	20	1364	6
30165	2	1	19	124	9
30166	9	1	44	1596	12
30168	9	1	63	1587	10
30169	9	1	60	2231	3
30170	9	1	21	1595	12
30171	9	2	24	1796	10
30173	9	2	61	1240	9
30175	9	2	73	2143	1
30176	9	1	32	2148	9
30177	3	1	35	125	3
30180	9	1	37	1198	12
30181	9	2	39	1896	11
30182	9	1	53	1995	6
30186	9	1	26	1329	2
30187	9	2	52	1596	11
30188	9	2	18	1587	9
30191	9	2	31	1390	3
30192	2	1	30	108	2
30193	2	1	23	125	9
30195	9	1	33	1997	6
30197	9	2	27	2231	3
30199	11	1	51	4760	2
30201	19	1	42	2198	7
30203	9	2	24	1498	8
30205	9	2	29	1242	6
30212	5	1	28	599	14
30214	9	1	21	1796	10
30215	19	1	39	1870	13
30216	5	1	53	599	13
30219	3	1	40	108	6
30221	5	1	42	892	19
30227	9	2	33	1339	7
30228	9	1	36	1461	8
30230	9	1	26	1598	10
30231	9	1	61	2151	16
30232	3	1	18	125	10
30233	5	1	34	745	1
30234	5	1	34	745	1
30235	9	2	43	1329	4
30237	9	2	52	1796	9
30238	2	1	38	101	1
30239	9	1	43	1995	2
30240	9	1	43	1995	2
30244	9	1	69	1998	8
30245	9	1	29	1598	4
30247	9	1	30	1984	4
30248	9	2	51	1582	5
30249	9	1	31	1796	17
30252	9	1	31	1968	11
30253	11	1	46	9360	5
30254	9	1	20	2198	12
30255	9	1	20	2198	12
30256	9	1	43	1900	9
30257	9	1	41	2204	8
30259	9	1	24	1199	14
30261	9	1	21	1956	1
30262	9	1	23	998	12
30263	3	1	19	124	11
30265	9	1	33	2204	10
30266	9	1	33	2204	10
30267	9	1	35	1598	11
30268	9	1	21	1229	8
30270	19	1	45	2402	5
30272	3	1	46	124	2
30275	19	1	52	2198	1
30276	3	1	46	108	6
30278	19	1	30	2402	7
30279	19	1	57	1870	12
30280	9	2	40	1560	5
30281	9	1	47	1560	5
30282	3	1	25	124	7
30285	9	1	45	1794	11
30286	2	1	19	49	7
30287	9	1	25	1997	4
30288	9	1	25	1997	4
30289	9	1	25	1997	4
30290	9	1	25	1997	4
30291	9	1	36	1560	3
30292	9	2	34	1984	12
30293	9	1	35	1600	10
30294	5	1	39	599	8
30296	9	2	56	998	15
30297	3	1	29	108	2
30299	9	2	25	1339	7
30300	11	1	61	7300	13
30302	9	1	22	1995	7
30303	9	1	64	1560	4
30304	9	1	32	1399	9
30310	3	1	22	124	14
30311	9	1	18	1368	6
30312	3	1	28	125	5
30313	9	2	45	1396	7
30315	9	2	40	1598	5
30316	2	1	36	49	3
30317	9	1	38	998	16
30318	9	1	53	1910	6
30319	9	1	40	1968	5
30320	9	1	43	1999	6
30324	19	1	38	2148	10
30326	9	1	36	1975	11
30328	9	1	48	996	1
30329	4	1	31	471	2
30330	9	1	45	1598	11
30333	2	1	32	49	7
30334	9	1	37	1896	6
30335	9	1	70	1248	6
30337	3	1	22	124	3
30339	9	1	46	1910	6
30340	9	1	24	1198	5
30343	3	1	39	108	2
30344	9	1	62	1248	7
30345	9	1	70	1498	2
30347	9	2	50	2995	11
30348	21	1	30	7146	7
30349	11	1	56	9360	5
30350	9	1	41	2922	11
30351	9	1	38	1598	8
30352	9	1	37	1896	7
30353	3	1	21	124	1
30354	5	1	47	1255	4
30355	9	1	51	1796	9
30358	9	2	48	1328	10
30360	9	1	42	3456	6
30361	9	1	26	1587	9
30362	19	1	40	2143	5
30363	4	1	21	499	8
30364	9	1	35	1968	8
30367	9	1	25	1975	8
30368	9	1	34	1798	1
30369	9	1	24	1796	14
30370	9	1	24	1796	14
30371	9	2	24	1598	8
30372	9	2	24	1598	8
30373	9	2	24	1598	8
30375	9	1	20	1598	10
30377	9	1	20	1686	8
30378	9	2	34	1499	10
30380	9	1	46	5998	7
30382	9	1	56	1995	3
30383	19	1	43	2143	6
30385	9	1	37	1364	1
30387	9	1	55	1598	15
30389	3	1	27	124	13
30390	9	1	22	1796	9
30391	3	1	51	125	1
30393	9	1	26	998	10
30394	3	1	53	125	1
30395	9	1	52	1998	12
30397	9	2	57	1796	12
30398	9	2	57	1796	12
30399	9	2	44	1388	12
30400	19	1	25	1686	7
30401	9	1	46	1995	3
30403	9	1	31	1686	9
30405	9	1	24	1199	11
30408	9	1	45	1995	12
30410	5	1	52	1340	5
30411	8	1	25	1560	7
30412	9	1	65	6750	18
30413	9	2	29	1364	10
30415	9	1	50	1796	13
30416	9	1	50	1796	13
30417	9	2	59	2143	1
30418	9	2	59	2143	1
30420	9	1	27	1995	13
30421	19	1	35	2143	2
30423	9	1	30	1995	7
30425	9	1	75	1242	9
30426	11	1	64	4500	4
30427	11	1	47	9360	5
30430	9	1	73	1390	22
30431	11	1	49	9360	5
30432	9	1	35	2494	16
30433	9	1	35	2494	16
30434	9	1	35	2494	16
30435	9	1	35	2494	16
30437	9	1	34	1590	16
30438	3	1	26	124	1
30439	9	1	30	1599	13
30440	9	1	29	1896	10
30441	3	1	40	125	5
30442	9	1	31	1685	2
30443	9	1	31	1685	2
30445	9	2	38	1910	10
30447	9	1	38	2926	10
30448	9	1	39	1796	3
30453	11	1	27	7300	12
30454	9	1	25	1896	9
30456	9	2	24	1199	14
30460	9	1	43	1796	7
30461	9	1	31	2000	8
30463	9	1	30	1896	12
30464	2	1	27	125	1
30465	9	1	19	1364	7
30466	9	1	31	1497	8
30469	9	1	21	1299	12
30470	9	2	42	1590	12
30472	2	1	44	125	6
30475	19	1	25	1996	2
30476	9	1	33	1968	10
30478	9	1	20	1242	2
30479	9	1	44	1794	9
30480	9	1	44	1794	9
30481	9	1	47	1198	6
30483	2	2	31	124	2
30485	9	2	43	2143	2
30486	9	2	43	3199	16
30487	9	2	52	2993	2
30488	11	1	45	9000	8
30489	9	1	35	2457	6
30499	9	1	23	1968	10
30500	9	1	35	1796	14
30502	9	1	29	1198	13
30503	9	1	55	1597	16
30505	9	2	40	1598	7
30506	11	1	29	7300	12
30507	9	2	50	2685	11
30509	9	2	54	1896	12
30511	9	2	44	1796	4
30512	9	1	48	1598	5
30514	9	2	65	1339	4
30515	5	2	30	645	6
30516	9	2	40	1598	2
30520	9	2	43	1240	12
30521	3	1	21	124	7
30522	9	1	42	2995	1
30523	9	2	22	1598	1
30524	19	2	51	2148	11
30525	3	1	25	599	1
30526	9	1	40	1364	1
30527	3	1	18	125	2
30530	9	2	28	1598	8
30531	9	2	38	1598	9
30533	9	1	41	1590	15
30535	3	1	21	125	5
30536	9	2	45	1896	7
30538	9	1	43	1686	2
30542	9	1	22	1390	4
30543	9	1	46	1798	2
30544	3	1	20	108	3
30549	9	1	44	1396	19
30550	3	1	52	125	8
30551	19	1	35	2400	13
30554	9	1	29	1968	8
30555	8	1	32	1896	9
30557	9	2	50	1590	11
30558	9	2	27	1968	6
30559	4	1	51	487	9
30560	9	1	38	1461	6
30562	9	2	27	1598	4
30563	9	1	50	1997	2
30566	9	1	49	2460	8
30567	9	1	31	1999	8
30570	9	1	71	1997	1
30571	9	1	57	1870	7
30574	3	1	18	124	4
30575	9	1	44	1198	10
30576	5	1	56	599	11
30577	11	1	49	9360	5
30578	9	1	42	1995	6
30579	2	1	24	599	9
30580	9	2	52	1598	4
30582	9	2	38	1998	7
30583	4	1	38	279	5
30584	9	2	22	998	2
30585	11	1	65	6700	6
30586	9	2	27	1296	7
30588	9	1	48	1400	10
30589	4	1	39	487	22
30591	3	1	27	125	12
30592	9	1	36	1781	12
30594	9	1	30	1242	1
30596	9	2	32	1360	9
30597	9	2	35	1368	11
30599	9	1	76	1895	16
30600	9	2	61	1240	11
30601	9	2	61	1240	11
30602	9	2	61	1240	11
30604	9	1	46	1794	7
30605	4	1	39	748	25
30606	9	1	37	1390	14
30609	9	1	25	2996	8
30610	9	1	25	2996	8
30611	9	1	21	1598	6
30612	9	1	21	1598	6
30614	9	1	42	1968	3
30615	11	1	33	6700	8
30616	9	1	41	1798	2
30619	9	1	57	1248	5
30620	9	1	39	1796	11
30621	9	1	27	1598	11
30622	9	2	28	1995	4
30623	9	1	29	1400	10
30625	3	1	24	125	2
30626	9	1	58	1368	6
30627	9	1	27	1597	1
30628	9	2	39	2720	9
30631	9	1	52	1896	13
30633	9	1	21	1560	6
30634	9	1	29	1995	8
30638	2	1	23	49	3
30639	9	2	26	1229	1
30640	9	1	77	2143	2
30641	9	2	36	1995	8
30643	8	1	38	2231	6
30644	9	1	32	1598	7
30645	9	1	35	1968	4
30646	9	1	35	1968	4
30647	11	2	60	4500	7
30648	9	2	22	1397	11
30649	11	1	31	9360	2
30650	11	1	31	9360	2
30651	11	1	31	9360	2
30652	11	1	31	9360	2
30653	9	1	50	2494	23
30654	11	1	50	4500	4
30655	9	2	60	1599	7
30656	21	1	27	12777	8
30657	8	1	24	1956	3
30659	11	1	64	9360	5
30662	9	2	24	1396	12
30666	9	1	50	1997	2
30667	9	1	50	1997	2
30668	9	1	53	1769	13
30669	9	1	58	1339	3
30670	9	1	58	1339	3
30671	9	1	52	1248	1
30673	9	1	43	1497	9
30675	9	2	68	1198	1
30677	9	2	27	1590	12
30678	9	2	27	1590	12
30681	9	2	27	1799	8
30683	9	1	22	1796	7
30684	5	1	20	645	12
30685	5	1	20	645	12
30687	9	2	68	1339	10
30688	9	2	46	1598	1
30690	9	1	54	1796	5
30691	9	2	29	1596	7
30694	11	1	31	9360	4
30695	9	1	20	1229	8
30696	9	2	25	1332	9
30697	9	1	75	1598	14
30698	3	1	23	124	4
30699	2	1	17	124	5
30702	9	1	93	1997	6
30703	9	1	28	1999	9
30705	9	1	51	1995	12
30706	9	2	51	2200	14
30707	8	1	48	1997	6
30708	9	1	66	2148	8
30709	4	1	34	599	2
30710	9	1	27	1242	3
30712	9	1	21	1596	10
30714	3	1	18	125	1
30716	9	2	32	1390	9
30717	3	1	33	124	2
30719	9	1	55	1783	14
30721	9	1	25	1679	15
30724	9	1	35	2143	5
30725	9	1	31	1596	9
30727	9	1	17	1229	7
30729	9	1	43	1198	3
30730	9	1	23	1796	13
30731	2	1	23	125	11
30732	19	1	32	1248	3
30736	3	1	24	125	6
30737	9	2	40	1997	1
30739	9	2	36	1598	5
30740	9	2	18	999	3
30741	9	2	41	1997	7
30746	9	2	40	1995	13
30747	19	2	39	2198	1
30748	11	1	59	4500	5
30749	19	1	53	1896	11
30750	9	2	26	1397	7
30751	9	1	57	1995	8
30752	3	1	19	125	1
30753	11	1	41	4500	4
30754	9	1	33	1968	5
30758	9	1	21	1400	16
30759	9	2	38	1198	13
30761	3	1	45	125	1
30762	11	1	60	9360	3
30763	11	1	60	9360	3
30766	8	1	42	1997	4
30767	9	2	34	1360	14
30768	9	1	61	2400	6
30769	3	2	30	108	2
30770	9	2	34	1796	14
30773	9	1	40	1968	9
30774	9	1	42	1390	12
30775	9	2	57	1498	9
30777	11	1	49	4500	6
30778	3	1	35	125	1
30779	2	1	33	49	1
30780	9	2	57	1396	14
30785	19	1	40	2300	15
30786	9	1	25	1749	14
30787	9	1	44	1598	4
30790	9	1	47	2429	14
30793	9	2	51	1997	11
30795	8	1	44	1497	7
30796	9	1	54	1124	6
30797	9	1	28	1762	15
30798	9	1	26	1796	11
30799	9	2	40	1796	11
30801	9	1	21	1598	10
30802	9	1	21	1598	10
30803	9	1	22	1198	6
30804	11	1	50	6700	3
30805	9	2	44	1400	9
30806	8	1	50	2231	6
30807	3	1	21	124	1
30811	9	1	39	1997	5
30812	4	1	34	998	2
30815	19	1	39	1560	2
30817	2	1	41	999	3
30818	9	2	29	1388	4
30819	9	1	67	1797	21
30822	9	1	50	1686	6
30823	9	1	48	1686	13
30825	9	2	23	1339	4
30827	9	1	49	1968	5
30828	9	1	27	1332	18
30829	9	1	57	1984	5
30830	5	1	33	599	16
30831	9	1	18	1398	1
30832	9	1	32	2148	10
30833	3	2	22	125	2
30835	9	1	49	1198	12
30837	4	1	41	499	9
30838	4	1	41	499	9
30840	11	1	31	9360	5
30841	11	1	31	9360	5
30842	9	1	47	1995	8
30843	3	1	32	108	7
30844	9	2	31	2378	10
30846	9	2	36	1595	2
30847	9	2	36	1595	2
30848	3	1	28	125	1
30849	9	1	45	2400	3
30850	9	1	35	1600	6
30851	3	1	20	125	11
30853	9	1	21	1364	10
30855	5	1	63	750	16
30857	9	1	21	1598	11
30858	3	1	21	124	4
30859	9	1	44	999	14
30860	9	1	44	999	14
30861	19	1	42	2143	2
30863	2	1	26	124	10
30864	9	1	21	1686	6
30865	4	1	44	865	5
30866	9	1	68	1998	17
30870	9	2	48	1997	12
30871	3	1	22	124	2
30873	9	1	30	1388	6
30874	19	1	48	1870	9
30875	9	1	19	1364	8
30876	5	1	44	645	1
30878	9	1	55	1968	1
30880	9	1	38	1968	2
30881	9	1	38	1968	2
30883	9	1	27	1390	6
30884	9	1	24	1797	5
30885	9	1	38	2231	8
30886	19	1	54	2287	7
30887	9	1	26	1599	12
30889	8	1	46	1997	6
30890	9	1	47	998	19
30891	9	1	37	1968	3
30892	9	1	37	1968	3
30897	9	1	29	1390	2
30898	9	2	57	1794	10
30899	9	1	31	1198	2
30900	11	1	38	9360	5
30901	11	1	38	9360	5
30902	9	1	46	2521	10
30903	4	1	34	599	11
30904	9	2	22	1198	7
30909	9	1	80	1783	11
30910	9	1	54	1988	11
30911	11	1	38	9360	5
30912	9	2	34	1390	9
30914	9	1	52	1591	3
30915	9	1	52	1591	3
30917	2	1	21	50	2
30921	2	1	23	124	2
30923	9	1	34	2000	10
30925	11	1	28	9360	5
30926	11	1	28	9360	5
30927	11	1	28	9360	5
30928	9	1	56	1590	10
30929	11	1	44	9360	5
30931	9	1	21	1461	1
30932	9	2	57	1997	3
30933	9	2	26	1339	4
30934	9	2	21	1198	5
30935	9	2	20	998	4
30936	9	2	20	998	4
30937	9	1	77	1995	7
30939	9	2	48	1364	3
30940	9	1	24	1598	12
30943	9	1	37	1390	12
30945	4	1	42	647	10
30946	4	1	42	647	10
30947	9	1	38	1910	12
30949	9	1	48	1598	12
30950	2	1	29	49	3
30951	2	1	29	49	3
30953	9	1	33	2967	8
30957	9	1	39	1984	17
30958	9	1	39	1984	17
30959	9	1	39	1984	17
30963	9	2	54	1388	6
30964	9	1	58	1998	13
30967	9	1	51	1998	12
30969	9	1	19	2143	2
30972	19	1	39	1968	5
30973	3	1	21	125	1
30974	9	1	46	1999	14
30975	9	1	46	1999	14
30979	9	1	23	1390	12
30980	9	1	23	1390	12
30981	9	1	40	1798	2
30983	8	1	30	1997	1
30985	3	1	25	125	14
30988	3	1	28	125	3
30990	9	1	32	1796	12
30993	3	1	44	125	5
30994	9	1	51	1794	12
30995	4	1	22	125	6
30996	9	1	38	1560	2
30997	2	1	22	125	2
30998	9	1	47	1998	10
30999	3	1	51	125	1
31000	19	1	43	2143	1
31001	9	1	49	1995	6
31002	9	1	51	3199	13
31003	11	1	43	6700	3
31004	11	1	43	6700	3
31005	11	1	43	6700	3
31006	9	1	55	1598	7
31007	9	1	37	1497	1
31008	4	1	32	125	1
31011	9	1	31	1199	14
31012	3	1	18	114	1
31013	9	2	71	1388	12
31016	9	2	27	1390	5
31018	11	1	28	9360	5
31019	9	2	49	1560	8
31020	9	1	23	1799	9
31022	3	1	27	125	3
31023	9	2	38	1997	4
31027	9	2	25	875	4
31029	9	1	79	1339	2
31030	9	2	54	989	11
31032	11	1	72	9360	5
31033	9	1	35	1995	7
31034	4	1	36	998	8
31035	9	1	27	1686	10
31037	9	1	43	2184	10
31038	9	1	52	1686	6
31039	5	1	35	649	8
31040	5	1	35	649	8
31043	9	2	31	1796	10
31044	9	1	51	1797	1
31045	8	1	58	1995	7
31046	8	1	58	1995	7
31050	9	1	37	1598	8
31051	9	1	37	1598	8
31052	9	1	37	1598	8
31053	9	1	37	1598	8
31056	9	1	62	1598	12
31057	9	1	26	1968	6
31062	9	1	61	1998	14
31063	2	1	25	250	7
31065	9	1	43	1596	13
31067	9	2	23	1781	14
31068	9	2	23	1781	14
31075	9	1	68	1781	15
31078	19	1	37	1995	7
31079	9	1	27	1560	8
31081	2	1	21	124	2
31082	9	1	24	799	4
31084	19	1	33	1968	1
31088	3	1	21	124	3
31089	9	2	24	1598	11
31091	5	1	34	599	6
31092	5	1	34	599	6
31093	3	1	24	125	9
31095	21	1	42	12740	2
31096	9	2	44	1796	4
31097	9	1	30	1598	1
31098	3	1	20	125	11
31099	3	1	24	125	11
31100	9	1	18	2497	11
31102	9	2	39	2000	8
31103	9	2	39	2000	8
31104	8	1	41	1997	4
31107	9	1	52	1598	10
31108	9	1	60	1910	6
31109	8	1	55	1896	10
31113	3	1	26	125	2
31114	9	1	40	1798	6
31115	11	2	50	4500	3
31117	5	1	34	1000	7
31119	9	1	32	1997	4
31128	3	1	17	124	5
31132	9	1	25	1995	8
31136	9	1	55	1497	10
31137	3	1	37	124	3
31141	9	2	76	1596	2
31142	9	1	30	999	2
31143	9	2	29	998	6
31144	5	1	56	645	10
31145	9	1	28	998	1
31147	3	1	30	124	4
31148	8	1	46	1753	7
31153	9	2	28	1360	11
31154	9	1	43	2151	15
31155	9	2	30	1198	8
31156	9	2	46	1386	2
31157	9	1	28	1968	2
31158	9	1	59	2987	7
31159	5	1	26	599	14
31160	9	1	27	1998	8
31162	9	1	44	1598	3
31163	19	1	22	1598	3
31164	9	1	29	1956	4
31165	9	2	65	1598	2
31167	8	1	39	1995	6
31168	9	1	17	1229	7
31169	9	1	26	1390	11
31175	9	1	48	1896	7
31176	3	1	31	125	11
31177	9	1	67	1398	9
31178	11	1	26	9360	5
31179	11	1	26	9360	5
31180	11	1	26	9360	5
31181	11	1	26	9360	5
31182	9	1	24	1242	3
31184	9	2	23	1997	3
31185	9	1	51	1796	13
31186	9	2	18	2967	15
31188	3	1	43	330	2
31193	9	2	61	1199	14
31195	9	2	47	1598	7
31196	9	1	43	1339	1
31197	9	1	43	1339	1
31203	11	1	50	9360	5
31204	11	1	50	9360	5
31206	11	1	39	8268	13
31207	11	1	39	8268	13
31209	4	1	52	125	1
31210	9	2	28	1596	13
31215	8	1	47	1797	5
31217	11	1	58	7300	11
31218	3	1	40	125	6
31219	9	2	34	1781	10
31220	9	1	25	1199	12
31221	19	1	36	2198	3
31222	9	1	46	1995	6
31223	9	1	52	1597	1
31224	9	1	38	1599	7
31226	9	1	56	1948	17
31228	9	1	43	1598	13
31229	9	1	55	2967	3
31232	11	1	61	7300	12
31233	3	1	26	125	3
31234	19	1	26	2143	1
31235	9	1	42	1590	19
31236	9	1	42	1590	19
31237	9	2	35	1598	11
31240	9	1	34	2204	7
31241	19	1	36	1248	7
31242	5	1	31	1584	5
31244	9	1	30	1389	10
31245	9	1	56	4367	5
31246	9	1	32	1339	12
31247	9	2	59	1598	4
31250	11	1	48	12600	12
31251	9	1	22	1910	8
31252	9	1	34	1998	14
31255	9	1	27	2143	1
31256	11	1	41	9360	3
31258	9	1	55	1595	6
31259	9	2	53	1997	2
31261	9	1	28	2179	3
31262	8	1	53	1797	6
31266	4	1	22	125	5
31269	9	1	53	998	15
31270	9	1	24	2000	6
31272	9	1	25	1390	4
31275	9	1	39	1497	9
31276	11	1	61	6700	3
31277	9	2	60	1595	6
31278	9	2	35	1587	17
31279	19	1	27	2198	2
31280	9	2	26	1598	13
31285	9	1	43	3969	29
31286	3	1	29	108	4
31287	9	1	24	1995	6
31290	9	2	22	1400	10
31291	5	1	29	599	4
31292	9	2	34	1988	14
31294	3	1	19	124	7
31295	9	1	41	1997	1
31297	5	1	40	670	3
31298	5	1	40	670	3
31300	9	2	34	1560	7
31302	19	1	64	1968	4
31304	9	1	33	2979	6
31306	9	1	34	1998	8
31309	3	1	26	125	2
31310	9	2	43	1596	4
31312	19	1	36	1968	2
31313	9	1	46	1995	10
31314	9	1	26	1896	11
31316	9	2	24	1390	6
31318	4	1	23	125	2
31321	3	1	48	124	7
31322	9	1	26	1598	2
31324	9	1	32	2993	4
31325	11	1	48	9360	3
31326	9	1	50	1392	20
31328	9	1	39	1590	14
31329	21	1	57	12902	1
31330	5	1	52	599	17
31331	3	1	28	125	5
31332	9	1	58	1598	5
31333	9	1	28	1396	13
31335	19	1	25	2143	3
31338	3	1	26	125	4
31339	19	1	25	2198	4
31340	9	1	27	1999	12
31341	9	1	56	1999	10
31345	9	2	30	998	1
31346	9	1	55	2995	11
31347	11	1	39	7300	11
31349	9	1	49	2967	12
31350	3	1	27	102	8
31351	9	1	20	1390	9
31352	9	1	43	1598	10
31354	9	2	29	1598	2
31357	9	1	27	1598	11
31359	9	1	31	2497	10
31360	9	2	54	1598	7
31362	4	1	42	124	10
31363	9	1	37	1598	12
31364	8	1	37	1997	6
31365	9	1	43	1896	12
31367	9	1	46	1396	14
31371	9	1	34	1896	11
31372	9	1	43	1149	10
31374	9	1	34	1598	1
31378	9	1	47	1951	14
31379	3	1	17	125	3
31380	9	1	45	1796	14
31381	11	1	50	7300	11
31382	9	2	30	2143	2
31386	9	1	40	1988	13
31387	9	1	23	1598	2
31388	9	1	37	1995	12
31390	9	2	28	1991	9
31391	9	2	54	1998	9
31392	9	2	54	1998	9
31393	9	1	51	1598	11
31394	9	1	51	1598	11
31395	19	1	35	2148	7
31396	9	1	51	1275	18
31397	8	1	49	1998	5
31398	9	1	25	1896	16
31399	9	2	23	1360	12
31400	3	1	38	278	3
31401	9	2	62	1149	11
31402	11	1	48	9360	5
31403	9	2	32	1229	3
31404	9	2	44	3456	1
31405	9	2	36	1242	2
31406	11	1	36	5132	1
31408	11	1	48	9360	3
31409	19	1	50	1560	4
31411	3	1	48	125	1
31412	9	1	52	1598	7
31413	9	1	39	1389	9
31414	9	1	28	1595	10
31416	9	2	32	1896	12
31417	9	1	28	1798	8
31418	9	1	28	1798	8
31419	9	1	28	1798	8
31420	9	1	32	1582	2
31421	9	1	33	1149	9
31422	9	2	22	1149	7
31423	9	1	27	1968	6
31424	9	1	22	1229	7
31426	9	2	47	1850	17
31427	9	2	41	1598	8
31429	9	1	28	1364	6
31432	9	2	31	1598	8
31434	9	1	42	1995	11
31435	8	1	61	2499	5
